Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Ben Laddis,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Catherine Silvestri,Salesforce ID
001cv00000AuZKZ,"County Of Stanton, NE",Nebraska,County,Ben Laddis,5816,,Tier 3,0.75,41.9503,-97.2239,66f0e961-d264-4221-821f-b09f2f672f12,,,,,,,,,3,2025-11-14,3,,,,,
001cv00000AuZM9,"City Of Ogallala, NE",Nebraska,Municipality,Ben Laddis,4823,Nurture,Tier 3,0.75,41.1282,-101.7204,4f8edfd9-94e2-4839-9b5c-a6ba77ecca12,Closed Lost,,,Ryan Minter,3/31/2026,9/23/2025,,,16,2026-04-24,3,13,,,,
001cv00000AuZNS,"City Of Wahoo, NE",Nebraska,Municipality,Ben Laddis,4904,Open Opportunity,Tier 3,0.75,41.2115,-96.6213,1e89029b-ae20-4e5c-82b9-1155c3b02388,Open,Initial Interest,Top of Funnel,Ben Laddis,2/26/2026,10/7/2025,,,13,2026-04-28,10,3,,,,
001cv00000AuZNb,"County Of Thayer, NE",Nebraska,County,Ben Laddis,4913,,Tier 3,0.75,40.1461,-97.5247,613c2eae-20af-41e0-8e5e-4b9a19404ca3,,,,,,,,,,,,,,,,
001cv00000AuZOm,"County Of Jefferson, NE",Nebraska,County,Ben Laddis,7176,,Tier 3,0.75,40.1681,-97.179,58fcb9a1-fb44-4755-933c-1122fccd9df2,,,,,,,,,,,,,,,,
001cv00000AuZQq,"County Of Pierce, NE",Nebraska,County,Ben Laddis,7313,,Tier 3,0.75,42.2257,-97.5247,acd38e70-0947-4307-a645-a8271e9c995e,,,,,,,,,,,,,,,,
001cv00000AuZRh,"County Of Merrick, NE",Nebraska,County,Ben Laddis,7665,,Tier 3,0.75,41.2032,-98.0029,e3680469-feba-43d4-9b20-da11c021bb2a,,,,,,,,,,,,,,,,
001cv00000AuZT2,"County Of Sheridan, NE",Nebraska,County,Ben Laddis,5095,,Tier 3,0.75,42.3613,-102.2548,687b8a3d-992d-41e3-9ded-06d42ca913a6,,,,,,,,,,,,,,,,
001cv00000AuZTe,"County Of Polk, NE",Nebraska,County,Ben Laddis,5174,,Tier 3,0.75,41.0756,-97.7838,bd6b5e48-8770-4d08-b93c-3ca67308800d,,,,,,,,,,,,,,,,
001cv00000AuZVC,"County Of Richardson, NE",Nebraska,County,Ben Laddis,7759,,Tier 3,0.75,40.0898,-95.6458,0cd5aa87-9bcf-434f-82b6-874b7b23c32d,,,,,,,,,,,,,,,,
001cv00000AuZXJ,"County Of Dawes, NE",Nebraska,County,Ben Laddis,8148,,Tier 3,0.75,42.6552,-103.0818,569aea98-d445-4a3d-be30-61190c6cebef,,,,,,,,,,,,,,,,
001cv00000AuZXX,"County Of Keith, NE",Nebraska,County,Ben Laddis,8279,Open Opportunity,Tier 3,0.75,41.1816,-101.5248,b828f9ac-7ba5-4674-adc4-33c20aed4181,Open,Proposal,Mid Funnel,Catherine Silvestri,3/12/2026,3/5/2026,"$14,000",,8,2026-05-18,3,1,,4,,
001cv00000AuZXf,"County Of Cedar, NE",Nebraska,County,Ben Laddis,8330,,Tier 3,0.75,42.561,-97.179,5999ea0b-266e-4c90-96fe-d931306b6aa9,,,,,,,,,,,,,,,,
001cv00000AuZXr,"County Of Knox, NE",Nebraska,County,Ben Laddis,8401,,Tier 3,0.75,42.6712,-97.8722,011f3927-6ee8-4510-b85d-440b2f40bd37,,,,,,,,,,,,,,,,
001cv00000AuZXy,"County Of Butler, NE",Nebraska,County,Ben Laddis,8444,,Tier 3,0.75,41.1376,-97.179,cdcc7ec1-b2a9-46ba-ad1e-021dc9d136b9,,,,,,,,,,,,,,,,
001cv00000AuZYx,"County Of Cuming, NE",Nebraska,County,Ben Laddis,8984,,Tier 3,0.75,41.954,-96.8351,3152da42-8a71-4ac3-8693-c380f8c1a216,,,,,,,,,4,2026-01-13,4,,,,,
001cv00000AuZZe,"County Of Hamilton, NE",Nebraska,County,Ben Laddis,9386,,Tier 3,0.75,40.8826,-98.0029,a57c5d08-4bcc-44c6-b014-a65ddab88b06,,,,,,,,,,,,,,,,
001cv00000AuZZv,"County Of Cheyenne, NE",Nebraska,County,Ben Laddis,9529,,Tier 3,0.75,41.2509,-103.0818,4132c0ef-5538-47e8-a39f-736a0e499bc6,,,,,,,,,,,,,,,,
001cv00000AuZcQ,"County Of Holt, NE",Nebraska,County,Ben Laddis,10049,Nurture,Tier 2,1.0,42.3803,-98.6601,cbd36200-71ad-42fe-b995-11bd038199d5,Closed Lost,,,Ryan Minter,1/13/2026,12/18/2025,,,1,2026-01-13,,,,1,,
001cv00000AuZcw,"County Of Custer, NE",Nebraska,County,Ben Laddis,10460,,Tier 2,1.0,41.3491,-99.7233,84c5a0ef-6e56-4ce0-81d9-9be5e407bdcf,,,,,,,,,,,,,,,,
001cv00000AuZcz,"County Of Colfax, NE",Nebraska,County,Ben Laddis,10498,,Tier 2,1.0,41.6268,-97.0068,01d3c1d3-adcb-4838-ac0d-bd492b99a606,,,,,,,,,,,,,,,,
001cv00000AuZd7,"County Of Box Butte, NE",Nebraska,County,Ben Laddis,10604,,Tier 2,1.0,42.1911,-103.0818,2b4bb624-e24b-435e-b808-a60b9a15d9d0,,,,,,,,,,,,,,,,
001cv00000AuZdA,"County Of Red Willow, NE",Nebraska,County,Ben Laddis,10623,,Tier 2,1.0,40.2354,-100.5296,db34c311-3cd5-45f9-958e-b2790d75272a,,,,,,,,,,,,,,,,
001cv00000AuZdp,"County Of Phelps, NE",Nebraska,County,Ben Laddis,8937,,Tier 3,0.75,40.4904,-99.4562,4cf67dc4-aa53-464f-9494-93e35195ac2d,,,,,,,,,,,,,,,,
001cv00000AuZk8,"County Of Wayne, NE",Nebraska,County,Ben Laddis,9784,,Tier 3,0.75,42.2479,-97.179,ed43a362-dbe1-44d7-bc7f-f1d3d242b061,,,,,,,,,,,,,,,,
001cv00000AuZnq,"County Of Saline, NE",Nebraska,County,Ben Laddis,14192,,Tier 2,1.0,40.493,-97.179,5e4009af-fa64-4cb3-b415-d6bc8a14f190,,,,,,,,,,,,,,,,
001cv00000AuZnr,"County Of York, NE",Nebraska,County,Ben Laddis,14244,,Tier 2,1.0,40.8674,-97.5921,6a855fb6-2304-4e52-9e03-8ad73a341d14,,,,,,,,,,,,,,,,
001cv00000AuZp2,"County Of Otoe, NE",Nebraska,County,Ben Laddis,15930,,Tier 2,1.0,40.7236,-96.117,2e4f7f02-340a-431d-89f2-73c382cb661a,,,,,,,,,4,2026-04-30,,4,,,,
001cv00000AuZtn,"County Of Seward, NE",Nebraska,County,Ben Laddis,17603,,Tier 2,1.0,40.8162,-97.179,b76ebb0b-3d53-426e-b2e2-9cc6bf3f11e5,,,,,,,,,2,2026-05-06,,2,,,,
