Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Lucy Nemerov,Calls - Nick Martino,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Ben Laddis,Calls - Jenny Allison,Calls - Joe del Rosario,Salesforce ID
001Hr000028Zbz4,"Village Of Willow Springs, IL",Illinois,Municipality,Lucy Nemerov,5729,,Tier 3,0.75,41.7409,-87.8603,86974897-fb4b-43f1-8b24-69dde9cbfb51,,,,,,,,,6,2026-05-04,6,,,,,,,
001Hr000028Zc04,"Village Of Pingree Grove, IL",Illinois,Municipality,Ben Laddis,10725,,Tier 2,1.0,42.0686,-88.4134,73c9b958-5145-4263-a66c-740bdc44f9f7,,,,,,,,,24,2025-09-08,,24,,,,,,
001Hr000028Zc06,"Village Of Maywood, IL",Illinois,Municipality,Lucy Nemerov,23112,Open Opportunity,Tier 2,1.0,41.8792,-87.8431,e6ba3ffe-3b09-4407-a7fa-048f9b9210f7,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,13,2026-05-05,13,,,,,,,
001Hr000028Zc10,"City Of Evanston, IL",Illinois,Municipality,Ali Cohen,77517,,Tier S,2.0,42.0568,-87.6872,4325599f-ae46-4576-ad72-8c061a780bca,,,,,,,,,14,2025-08-04,,14,,,,,,
001Hr000028Zc5B,"Village Of Crete, IL",Illinois,Municipality,Ben Laddis,8407,,Tier 3,0.75,41.4445,-87.6314,cb857362-98bc-4073-a70c-24274dc4f14c,,,,,,,,,,,,,,,,,,
001Hr000028Zc5C,"Village Of Clarendon Hills, IL",Illinois,Municipality,Ali Cohen,8625,,Tier 3,0.75,41.7975,-87.9548,4ce2035a-5549-4f89-ac5f-c25dfd97cd22,,,,,,,,,12,2026-02-10,,,10,,,2,,
001Hr000028Zc6t,"Township Of Medina, IL",Illinois,Municipality,Ben Laddis,13900,Unviable,Tier 2,1.0,40.867,-89.5781,f259bd71-a024-4f45-9b87-c2ab09bc0163,,,,,,,,,,,,,,,,,,
001Hr000028Zc8E,"City Of Rochelle, IL",Illinois,Municipality,Lucy Nemerov,9367,,Tier 3,0.75,41.9238,-89.0688,6ad26219-7fd9-4d62-8bf3-53f97530c9fb,,,,,,,,,10,2025-12-18,,,,10,,,,
001Hr000028Zc9l,"Village Of Lake Bluff, IL",Illinois,Municipality,Ben Laddis,5589,,Tier 3,0.75,42.2791,-87.8443,ec3c984e-5299-485d-9131-1f20a8c4e663,,,,,,,,,,,,,,,,,,
001Hr000028Zc9x,"City Of Hoopeston, IL",Illinois,Municipality,Lucy Nemerov,4836,,Tier 3,0.75,40.4673,-87.6684,c691a11b-5f78-43c0-ba4f-75b8a4268b13,,,,,,,,,,,,,,,,,,
001Hr000028ZcAd,"City Of Eureka, IL",Illinois,Municipality,Lucy Nemerov,5193,,Tier 3,0.75,40.7214,-89.2729,069114f5-2f4a-4513-afb7-a52d7985e016,,,,,,,,,2,2026-02-26,2,,,,,,,
001Hr000028ZcCW,"Village Of Monee, IL",Illinois,Municipality,Ben Laddis,5103,,Tier 3,0.75,41.42,-87.7417,9c8bbb5f-21e3-40b5-b9b8-1a2be833d270,,,,,,,,,,,,,,,,,,
001Hr000028ZcF6,"Village Of Willowbrook, IL",Illinois,Municipality,Ben Laddis,9127,,Tier 3,0.75,41.7698,-87.9359,9d465fd7-47ac-44c7-88e1-d8735e807745,,,,,,,,,9,2025-07-30,,,9,,,,,
001Hr000028ZcGe,"City Of Washington, IL",Illinois,Municipality,Lucy Nemerov,15978,,Tier 2,1.0,40.7036,-89.4073,af0698c6-c02f-4ff0-9d87-ba8498c18a9f,,,,,,,,,9,2026-05-05,9,,,,,,,
001Hr000028ZcH3,"Village Of Norridge, IL",Illinois,Municipality,Lucy Nemerov,15009,,Tier 2,1.0,41.9669,-87.8232,eb96b808-4a76-4f93-9b57-0fac40c66a28,,,,,,,,,2,2026-03-05,2,,,,,,,
001Hr000028ZcJO,"City Of Pinckneyville, IL",Illinois,Municipality,Lucy Nemerov,5198,,Tier 3,0.75,38.0803,-89.382,16dad53e-03c6-4338-b2da-686e01e34bcb,,,,,,,,,1,2026-03-09,1,,,,,,,
001Hr000028ZcJl,"Village Of Sugar Grove, IL",Illinois,Municipality,Ali Cohen,9235,,Tier 3,0.75,41.7614,-88.4437,cb235fe2-4cfa-4bb7-a15f-68a0f28de910,,,,,,,,,14,2025-07-21,,,14,,,,,
001Hr000028ZcKy,"City Of Murphysboro, IL",Illinois,Municipality,Ben Laddis,7023,,Tier 3,0.75,37.7642,-89.3291,9d5d48e0-f059-440d-ae9b-5f3c24516161,,,,,,,,,5,2025-08-18,,,5,,,,,
001Hr000028ZcL5,"City Of Highland, IL",Illinois,Municipality,Ali Cohen,10044,,Tier 2,1.0,38.7395,-89.6712,846acdf5-72a3-4cd4-b527-74392f28f37c,,,,,,,,,2,2025-07-16,,2,,,,,,
001Hr000028ZcMW,"City Of Monticello, IL",Illinois,Municipality,Ali Cohen,5931,,Tier 3,0.75,40.0278,-88.5734,d3b724a6-d6fd-42bc-80b2-0f7596c8093b,,,,,,,,,,,,,,,,,,
001Hr000028ZcMb,"Village Of West Dundee, IL",Illinois,Municipality,Lucy Nemerov,7784,,Tier 3,0.75,42.0981,-88.2829,3d4f67ed-aede-4026-a3e9-060e15d73294,,,,,,,,,,,,,,,,,,
001Hr000028ZcMh,"City Of Genoa, IL",Illinois,Municipality,Ali Cohen,5530,,Tier 3,0.75,42.0972,-88.6929,633a18c2-dea4-46d9-b38d-36612bbb04fd,,,,,,,,,,,,,,,,,,
001Hr000028ZcNV,"Village Of Pontoon Beach, IL",Illinois,Municipality,Ben Laddis,5900,,Tier 3,0.75,38.7322,-90.071,4a1cad99-d614-49ba-9595-70711fc99c3d,,,,,,,,,,,,,,,,,,
001Hr000028ZcPM,"City Of Spring Valley, IL",Illinois,Municipality,Lucy Nemerov,5486,,Tier 3,0.75,41.3275,-89.1998,0a84d425-7c9d-45ae-829d-ffe476b197b9,,,,,,,,,6,2026-05-05,6,,,,,,,
001Hr000028ZcPd,"Village Of Melrose Park, IL",Illinois,Municipality,Ben Laddis,24206,,Tier 2,1.0,41.9006,-87.8567,a39a5cb5-c74b-4669-b523-ac41e1e43a04,,,,,,,,,11,2025-10-29,,11,,,,,,
001Hr000028ZcQ5,"City Of Colona, IL",Illinois,Municipality,Lucy Nemerov,5021,,Tier 3,0.75,41.4839,-90.3532,afc04b97-83a4-47dd-b629-a6d2f40fb9d1,,,,,,,,,8,2026-05-05,8,,,,,,,
001Hr000028ZcQI,"Village Of Berkeley, IL",Illinois,Municipality,Ali Cohen,5214,,Tier 3,0.75,41.8889,-87.9034,6715114f-0de1-4500-9af1-d8cd4b98c981,,,,,,,,,,,,,,,,,,
001Hr000028ZcQT,"City Of Olney, IL",Illinois,Municipality,Ben Laddis,8692,,Tier 3,0.75,38.7311,-88.0853,052aa71b-7836-4035-b5d4-98490b2b94b8,,,,,,,,,7,2025-07-16,,,7,,,,,
001Hr000028ZcR2,"Village Of Winthrop Harbor, IL",Illinois,Municipality,Ben Laddis,6656,,Tier 3,0.75,42.4789,-87.8237,e6a996ad-68b0-401c-af91-121190528c1d,,,,,,,,,1,2025-07-23,,,1,,,,,
001Hr000028ZcR3,"City Of Rock Falls, IL",Illinois,Municipality,Ali Cohen,8724,,Tier 3,0.75,41.7798,-89.689,5c07fadc-e240-49cf-a742-4134e5dbe203,,,,,,,,,,,,,,,,,,
001Hr000028ZcRv,"Village Of Hillside, IL",Illinois,Municipality,Lucy Nemerov,8142,,Tier 3,0.75,41.8778,-87.9028,6ca74b4e-ce82-432b-93bb-2395c5ae77c3,,,,,,,,,27,2026-05-06,18,,9,,,,,
001Hr000028ZcS0,"Village Of Mokena, IL",Illinois,Municipality,Lucy Nemerov,19846,Open Opportunity,Tier 2,1.0,41.5261,-87.8892,5038a3c4-84b6-4325-9d6c-a8b25b53f967,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028ZcSQ,"Village Of Lakemoor, IL",Illinois,Municipality,Ali Cohen,6234,,Tier 3,0.75,42.3286,-88.199,418dcadf-7513-4c58-bdad-6c8514d3cf0d,,,,,,,,,5,2026-01-14,,,,5,,,,
001Hr000028ZcU1,"Village Of Creve Coeur, IL",Illinois,Municipality,Ali Cohen,4897,Nurture,Tier 3,0.75,40.6473,-89.5912,b4fa2908-bb6f-4477-9dbd-bbbe9ab86a7e,Closed Lost,,,Liam Shaw,12/17/2024,1/5/2025,,,,,,,,,,,,
001Hr000028ZcUn,"City Of Mount Carmel, IL",Illinois,Municipality,Ben Laddis,6804,,Tier 3,0.75,38.4109,-87.7614,1db34c6a-ee29-4a44-bb9d-b3cc255aa836,,,,,,,,,,,,,,,,,,
001Hr000028ZcVy,"Village Of North Riverside, IL",Illinois,Municipality,Ali Cohen,7249,,Tier 3,0.75,41.8461,-87.8157,a5b2880a-43c0-4bf6-91db-00455d780f0b,,,,,,,,,1,2025-07-23,,,1,,,,,
001Hr000028ZcW5,"Village Of Lake Barrington, IL",Illinois,Municipality,Lucy Nemerov,5080,,Tier 3,0.75,42.2122,-88.1671,5eabfa2c-c998-4a13-858d-e7632a9e1676,,,,,,,,,1,2026-03-02,1,,,,,,,
001Hr000028ZcWr,"Village Of Calumet Park, IL",Illinois,Municipality,Ali Cohen,6843,,Tier 3,0.75,41.6629,-87.6608,72f592c5-bcf3-446b-aaaa-985cfe2f48cc,,,,,,,,,1,2025-06-18,,,1,,,,,
001Hr000028ZcWu,"Central Township, IL",Illinois,Municipality,Ali Cohen,7546,Unviable,Tier 3,0.75,38.8818,-89.4175,5a9cbc0a-199f-4e90-b399-ea67799b897d,,,,,,,,,4,2025-10-09,,,4,,,,,
001Hr000028ZcXK,"City Of Chillicothe, IL",Illinois,Municipality,Ben Laddis,6042,Open Opportunity,Tier 3,0.75,40.9223,-89.4862,cb03229e-5fe4-46d1-ba9f-c43ac7868bbb,Open,Initial Interest,Top of Funnel,Quinzel Perry,,4/8/2025,,,6,2026-05-20,,3,2,,1,,,
001Hr000028ZcXQ,"City Of Sterling, IL",Illinois,Municipality,Ben Laddis,14750,Recent Competitor Purchase,Tier 2,1.0,41.7887,-89.6964,a328d25c-93fd-4f22-9725-d00c1c03f62b,,,,,,,,,11,2026-01-30,,,,11,,,,
001Hr000028ZcXs,"Village Of Robbins, IL",Illinois,Municipality,Lucy Nemerov,4627,Nurture,Tier 3,0.75,41.644,-87.7087,34096115-20e9-403b-a647-7a81245be793,Closed Lost,,,Quinzel Perry,2/18/2025,2/7/2025,,,6,2026-05-15,6,,,,,,,
001Hr000028ZcXz,"City Of Mendota, IL",Illinois,Municipality,Ali Cohen,6982,,Tier 3,0.75,41.5473,-89.1176,aa60da0f-b53c-416d-995a-251ff9a42b9a,,,,,,,,,1,2025-07-23,,,1,,,,,
001Hr000028ZcYa,"Village Of Riverside, IL",Illinois,Municipality,Ben Laddis,9061,Nurture,Tier 3,0.75,41.835,-87.8228,beefaa7e-355a-443e-9673-e19ab4d427fb,Closed Lost,,,Quinzel Perry,5/16/2025,5/14/2025,,,,,,,,,,,,
001Hr000028ZcYl,"City Of Salem, IL",Illinois,Municipality,Lucy Nemerov,7187,,Tier 3,0.75,38.627,-88.9456,200c437f-5b7d-4176-8edb-6104795d48d4,,,,,,,,,7,2026-04-21,7,,,,,,,
001Hr000028ZcZQ,"City Of Waterloo, IL",Illinois,Municipality,Ben Laddis,11062,Open Opportunity,Tier 2,1.0,38.3359,-90.1498,495b0adf-10b4-4255-872b-2d79c601da43,Open,Initial Interest,Top of Funnel,Ben Laddis,,1/5/2025,,,1,2026-05-15,,,,,1,,,
001Hr000028ZcZV,"Village Of Hinsdale, IL",Illinois,Municipality,Ali Cohen,17273,,Tier 2,1.0,41.8009,-87.937,da161395-4d6c-4a49-85dd-a98129e7cfc2,,,,,,,,,2,2026-04-15,,,,,,2,,
001Hr000028ZcZb,"City Of Wood River, IL",Illinois,Municipality,Lucy Nemerov,10386,Open Opportunity,Tier 2,1.0,38.8612,-90.0976,fad21e34-4909-465d-bae3-4947b74c26f7,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,6,2026-04-30,6,,,,,,,
001Hr000028ZcbS,"City Of East Moline, IL",Illinois,Municipality,Lucy Nemerov,21136,,Tier 2,1.0,41.5009,-90.4443,15dab645-286e-44a5-a7e1-5a1d8f5bcebe,,,,,,,,,12,2026-04-21,11,1,,,,,,
001Hr000028Zcbc,"Village Of Huntley, IL",Illinois,Municipality,Lucy Nemerov,28008,,Tier 1,1.5,42.1681,-88.4281,07a18339-7500-476a-8193-7452bb5240a2,,,,,,,,,15,2026-05-13,15,,,,,,,
001Hr000028Zcc3,"City Of Beardstown, IL",Illinois,Municipality,Lucy Nemerov,5844,,Tier 3,0.75,40.0175,-90.4243,7a00b400-e670-49d8-b551-0d774a319ddf,,,,,,,,,2,2025-12-03,,,,2,,,,
001Hr000028ZccP,"Village Of Gilberts, IL",Illinois,Municipality,Ben Laddis,8349,,Tier 3,0.75,42.1034,-88.3729,c586ee06-1740-40e3-a725-ae63f16601d1,,,,,,,,,4,2026-04-23,,3,1,,,,,
001Hr000028Zccc,"Village Of Olympia Fields, IL",Illinois,Municipality,Ben Laddis,4654,,Tier 3,0.75,41.5132,-87.6926,53fe95d9-b2ff-4e84-aded-b8ef8a645ab1,,,,,,,,,,,,,,,,,,
001Hr000028Zcd8,"City Of Mchenry, IL",Illinois,Municipality,Lucy Nemerov,27372,,Tier 1,1.5,42.3334,-88.2668,22b94214-fdcc-4ec0-b195-7ea70fdeaa83,,,,,,,,,1,2026-02-26,1,,,,,,,
001Hr000028ZcdE,"Village Of Lisle, IL",Illinois,Municipality,Lucy Nemerov,23887,,Tier 2,1.0,41.8011,-88.0748,ddf0647e-819d-4966-a7b5-84077d6c6f64,,,,,,,,,13,2026-05-06,13,,,,,,,
001Hr000028ZcdI,"Village Of Fox Lake, IL",Illinois,Municipality,Ben Laddis,10927,,Tier 2,1.0,42.3967,-88.1837,1d3bffc4-586c-4c9b-95e8-76c20d7db3ef,,,,,,,,,6,2026-05-26,,3,,,3,,,
001Hr000028ZcdJ,"City Of Palos Heights, IL",Illinois,Municipality,Ali Cohen,11819,Open Opportunity,Tier 2,1.0,41.6681,-87.7964,75c659b3-92d1-407f-a7e3-06128aab550f,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028ZcdW,"Village Of Long Grove, IL",Illinois,Municipality,Ali Cohen,8308,,Tier 3,0.75,42.1784,-87.9979,d2d5f19a-c1b2-4750-8480-497bc7de276e,,,,,,,,,,,,,,,,,,
001Hr000028Zcdy,"Village Of Milan, IL",Illinois,Municipality,Ali Cohen,5039,,Tier 3,0.75,41.4531,-90.5721,a90e2d3a-006c-44a1-85d5-0668620188c0,,,,,,,,,,,,,,,,,,
001Hr000028Zce2,"Village Of Matteson, IL",Illinois,Municipality,Ali Cohen,18664,,Tier 2,1.0,41.5039,-87.7131,e9011ff8-e2f0-48ea-b9d8-716ad3243c6b,,,,,,,,,9,2025-08-01,,9,,,,,,
001Hr000028ZceE,"City Of Highwood, IL",Illinois,Municipality,Nick Martino,5374,Open Opportunity,Tier 3,0.75,42.1997,-87.8092,e067dbf5-e455-419e-a476-fa94fcf7378e,Open,Initial Interest,Top of Funnel,Quinzel Perry,,2/8/2025,,,,,,,,,,,,
001Hr000028ZceM,"Village Of Lynwood, IL",Illinois,Municipality,Ben Laddis,8978,,Tier 3,0.75,41.5235,-87.5584,afd7b2f7-4ec5-4302-b3b0-1d4c06c7908c,,,,,,,,,,,,,,,,,,
001Hr000028Zcej,"Village Of Park Forest, IL",Illinois,Municipality,Ben Laddis,21261,,Tier 2,1.0,41.4914,-87.6745,66063509-d0a6-4004-81ae-e7fbb97b09d3,,,,,,,,,7,2025-12-11,,7,,,,,,
001Hr000028Zcen,"City Of Metropolis, IL",Illinois,Municipality,Ali Cohen,5903,,Tier 3,0.75,37.1512,-88.732,a8e33a29-205e-45b3-a152-7f0aaee7a636,,,,,,,,,3,2025-06-27,,,3,,,,,
001Hr000028Zcf3,"Peoria Heights Village, IL",Illinois,Municipality,Ali Cohen,5825,,Tier 3,0.75,40.7473,-89.574,af3ed5bb-bea3-4210-8079-3d729b4dbb42,,,,,,,,,3,2025-06-04,,,3,,,,,
001Hr000028ZcfK,"Village Of Savoy, IL",Illinois,Municipality,Lucy Nemerov,8823,,Tier 3,0.75,40.0548,-88.2517,7e8ba327-ef28-44b8-a7c0-959174f87e5b,,,,,,,,,8,2026-05-15,8,,,,,,,
001Hr000028ZcfY,"Village Of Elmwood Park, IL",Illinois,Municipality,Ben Laddis,23945,Nurture,Tier 2,1.0,41.9211,-87.8092,e5332be4-6e55-4f10-8e53-2cebaaf273c7,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,24,2026-01-26,,24,,,,,,
001Hr000028Zcfl,"City Of Jerseyville, IL",Illinois,Municipality,Lucy Nemerov,8289,Nurture,Tier 3,0.75,39.12,-90.3284,2f4534d0-d3e0-4282-b882-27e24ba24de8,Closed Lost,,,Quinzel Perry,2/3/2025,1/24/2025,,,10,2026-03-20,3,,7,,,,,
001Hr000028Zcfm,"Village Of Maryville, IL",Illinois,Municipality,Lucy Nemerov,8184,,Tier 3,0.75,38.7245,-89.9572,57622be5-94d1-492c-a705-3d8918e044d3,,,,,,,,,17,2026-05-07,10,,7,,,,,
001Hr000028ZcgK,"Village Of Campton Hills, IL",Illinois,Municipality,Ali Cohen,10836,Nurture,Tier 2,1.0,41.9583,-88.4113,9c91f97b-83d1-412e-a123-5237121764ca,Closed Lost,,,Quinzel Perry,11/19/2024,1/5/2025,,,1,2025-09-05,,,1,,,,,
001Hr000028ZcgU,"City Of Du Quoin, IL",Illinois,Municipality,Ali Cohen,5811,,Tier 3,0.75,38.0114,-89.2362,709c6bfd-45ee-41d4-a753-8f6d1df3bcb6,,,,,,,,,,,,,,,,,,
001Hr000028Zcgb,"City Of Canton, IL",Illinois,Municipality,Ali Cohen,14360,Nurture,Tier 2,1.0,40.5581,-90.0351,fad9c4cc-d067-4026-915a-cce4b2fcd543,Closed Lost,,,Quinzel Perry,3/26/2025,1/5/2025,,,,,,,,,,,,
001Hr000028Zcgk,"City Of Wilmington, IL",Illinois,Municipality,Ali Cohen,5624,,Tier 3,0.75,41.3078,-88.1467,e7e2020b-5eb4-4259-86a6-9b302c281aa0,,,,,,,,,1,2025-06-18,,,1,,,,,
001Hr000028Zcgn,"Village Of Elburn, IL",Illinois,Municipality,Ali Cohen,6283,,Tier 3,0.75,41.8922,-88.4723,99c025a5-191f-4750-94f0-e9ae502f06ac,,,,,,,,,,,,,,,,,,
001Hr000028Zcgu,"Village Of Franklin Park, IL",Illinois,Municipality,Nick Martino,18298,Open Opportunity,Tier 2,1.0,41.9349,-87.8795,ea5b145a-566c-40c9-b58d-fb9b436214ad,Open,Initial Interest,Top of Funnel,Nick Martino,,11/26/2025,,,20,2026-01-06,,20,,,,,,
001Hr000028Zcgz,"Village Of Bartonville, IL",Illinois,Municipality,Ben Laddis,5855,,Tier 3,0.75,40.6503,-89.652,312fdf68-fa15-4692-b92f-dc0160202a94,,,,,,,,,1,2025-10-03,,,1,,,,,
001Hr000028Zch1,"Village Of Wauconda, IL",Illinois,Municipality,Lucy Nemerov,14011,,Tier 2,1.0,42.2589,-88.1392,ac4150fb-ca03-4ad5-8653-b771cb728929,,,,,,,,,8,2026-05-05,6,,,2,,,,
001Hr000028Zch4,"City Of Vandalia, IL",Illinois,Municipality,Lucy Nemerov,6836,,Tier 3,0.75,38.9606,-89.0937,c1baea07-f0c2-4d2b-bb10-ae48d7d4eadb,,,,,,,,,1,2026-03-02,1,,,,,,,
001Hr000028ZchM,"City Of Carlinville, IL",Illinois,Municipality,Ben Laddis,5575,,Tier 3,0.75,39.2798,-89.8818,a58806a3-269c-4ee4-a602-bf9048d9a54c,,,,,,,,,3,2025-07-23,,,3,,,,,
001Hr000028ZchW,"Village Of Northfield, IL",Illinois,Municipality,Ben Laddis,5634,,Tier 3,0.75,42.0998,-87.7809,ce39b3d1-2c86-47ea-b81e-c03c3dd49c83,,,,,,,,,,,,,,,,,,
001Hr000028Zchh,"City Of Carterville, IL",Illinois,Municipality,Ben Laddis,5828,,Tier 3,0.75,37.76,-89.0773,34f3f95e-50df-497b-a924-5a5f35cb6648,,,,,,,,,1,2025-06-18,,,1,,,,,
001Hr000028Zchl,"Village Of Posen, IL",Illinois,Municipality,Lucy Nemerov,5497,,Tier 3,0.75,41.6317,-87.6814,a9145b9f-d202-431b-9f4d-6a960d1f0a25,,,,,,,,,2,2026-04-28,2,,,,,,,
001Hr000028Zchp,"Village Of South Elgin, IL",Illinois,Municipality,Lucy Nemerov,23917,Nurture,Tier 2,1.0,41.9942,-88.2923,537b9b51-b283-47f6-929c-b720c633f739,Closed Lost,,,Shane Lieberman,3/27/2024,1/5/2025,"$39,000",,11,2026-04-24,11,,,,,,,
001Hr000028Zchs,"Village Of Westmont, IL",Illinois,Municipality,Ali Cohen,24150,Open Opportunity,Tier 2,1.0,41.7959,-87.9756,e6ace00d-8645-454d-9bdc-b3cd4d252719,Open,Initial Interest,Top of Funnel,Alicia Gopal,,10/26/2025,,,37,2026-05-26,,28,1,,,8,,
001Hr000028ZciY,"Village Of Niles, IL",Illinois,Municipality,Lucy Nemerov,30345,,Tier 1,1.5,42.0189,-87.8028,44283956-d204-44bf-b70c-101a561083cc,,,,,,,,,14,2026-05-05,14,,,,,,,
001Hr000028ZciZ,"City Of Countryside, IL",Illinois,Municipality,Ben Laddis,6275,,Tier 3,0.75,41.766,-87.8795,20a23918-c634-4a2c-8c1f-a0163f439a13,,,,,,,,,13,2025-08-18,,,13,,,,,
001Hr000028Zcib,"Village Of Lindenhurst, IL",Illinois,Municipality,Ali Cohen,14314,,Tier 2,1.0,42.4106,-88.0262,70edca90-57ba-4e93-9dbc-c8e7fa3c9c78,,,,,,,,,,,,,,,,,,
001Hr000028Zcic,"City Of Mount Vernon, IL",Illinois,Municipality,Ali Cohen,14454,,Tier 2,1.0,38.3169,-88.9036,5da127c4-4b89-4e43-9926-4c3168dd3269,,,,,,,,,,,,,,,,,,
001Hr000028Zcid,"Village Of Bourbonnais, IL",Illinois,Municipality,Ali Cohen,18854,,Tier 2,1.0,41.176,-87.8795,1532dcc7-f40d-4f3c-8498-69256fda91f1,,,,,,,,,,,,,,,,,,
001Hr000028Zcil,"Village Of Summit, IL",Illinois,Municipality,Lucy Nemerov,10875,,Tier 2,1.0,41.7881,-87.8103,8f4d0eee-894a-485b-b401-74e46238e419,,,,,,,,,3,2026-04-16,3,,,,,,,
001Hr000028Zcin,"Village Of Glen Carbon, IL",Illinois,Municipality,Lucy Nemerov,13812,,Tier 2,1.0,38.7484,-89.9832,d2d7880e-eefd-4af9-8bf3-ebf11a8e6e57,,,,,,,,,10,2026-05-07,10,,,,,,,
