Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ali Cohen,Calls - Lucy Nemerov,Calls - Quinzel Perry,Calls - Leila Assil,Calls - Jenny Allison,Calls - Joe del Rosario,Calls - Emily Murnane,Salesforce ID
001Hr000028Zcp3,"Town Of Mount Airy, MD",Maryland,Municipality,Lucy Nemerov,9755,,Tier 3,0.75,39.3762,-77.1547,ce28a152-e82e-47ab-a31d-b3ef073ddf24,,,,,,,,,4,2025-06-06,,,,4,,,,,
001Hr000028ZcsX,"City Of Westminster, MD",Maryland,Municipality,Lucy Nemerov,20062,Open Opportunity,Tier 2,1.0,39.5754,-76.9958,d02042b8-d9d9-43e1-a888-3f6a390c4548,Open,Verbal,Mid Funnel,Ali Cohen,3/4/2026,2/19/2026,"$19,000",,8,2026-03-04,,8,,,,,,,
001Hr000028ZctB,"City Of Aberdeen, MD",Maryland,Municipality,Lucy Nemerov,16889,,Tier 2,1.0,39.5096,-76.1641,f152dfc1-516d-43c3-9ea7-5e5e1523fd76,,,,,,,,,7,2026-05-14,2,,5,,,,,,
001Hr000028Zcu0,"City Of Bowie, MD",Maryland,Municipality,Lucy Nemerov,57644,,Tier S,2.0,38.9447,-76.7233,3873bc41-8303-467b-8954-305b1e6351a8,,,,,,,,,7,2026-04-14,2,,5,,,,,,
001Hr000028ZcuW,"Town Of Laplata, MD",Maryland,Municipality,Lucy Nemerov,10404,,Tier 2,1.0,38.5293,-76.9753,8a46e810-a2f4-4f7c-aba3-549c947f5ddd,,,,,,,,,15,2026-04-14,,10,5,,,,,,
001Hr000028Zcue,"City Of Cumberland, MD",Maryland,Municipality,Lucy Nemerov,18736,,Tier 2,1.0,39.6529,-78.7625,8dd267ef-b921-4782-a799-60b911646477,,,,,,,,,24,2026-03-12,23,1,,,,,,,
001Hr000028Zcvi,"Town Of Bladensburg, MD",Maryland,Municipality,Lucy Nemerov,9525,,Tier 3,0.75,38.9393,-76.9339,a69ba056-dc7d-4ccd-82db-218aafb4b6fa,,,,,,,,,4,2025-07-07,,,,4,,,,,
001Hr000028Zcw5,"City Of Laurel, MD",Maryland,Municipality,Lucy Nemerov,29490,Nurture,Tier 1,1.5,39.0993,-76.8483,7b6bd3fb-c88b-4473-b788-0b216119b4ef,Closed Lost,,,Nick Martino,8/21/2025,8/1/2025,,,12,2026-05-13,7,,5,,,,,,
001Hr000028Zcxb,"City Of New Carrollton, MD",Maryland,Municipality,Lucy Nemerov,13519,,Tier 2,1.0,38.9657,-76.8802,671c3e2e-9d97-41ff-8085-6cda9eba689e,,,,,,,,,18,2026-05-21,13,,5,,,,,,
001Hr000028ZczI,"City Of Hyattsville, MD",Maryland,Municipality,Lucy Nemerov,20873,Open Opportunity,Tier 2,1.0,38.9559,-76.9455,4fbf534e-40b8-48bf-90f0-561172fc9d9c,Open,Initial Interest,Top of Funnel,Lucy Nemerov,,4/2/2026,,,75,2026-05-22,15,,60,,,,,,
001Hr000028Zd0y,"City Of Cambridge, MD",Maryland,Municipality,Lucy Nemerov,13097,,Tier 2,1.0,38.5633,-76.0786,5a86b8ff-b4dd-490e-a626-5d5f300f0c4e,,,,,,,,,18,2026-05-21,,,2,,16,,,,
001Hr000028Zd3E,"City Of Havre De Grace, MD",Maryland,Municipality,Lucy Nemerov,14873,,Tier 2,1.0,39.5493,-76.0916,9ce729b7-e91c-47a8-9165-352c5a2627a9,,,,,,,,,22,2026-04-15,,17,5,,,,,,
001Hr000028Zd6C,"Town Of Elkton, MD",Maryland,Municipality,Lucy Nemerov,15791,,Tier 2,1.0,39.6068,-75.8333,081bb77b-3545-4bff-99ce-4749bbdb701b,,,,,,,,,17,2026-04-06,13,,4,,,,,,
001Hr000028Zd8Y,"City Of Salisbury, MD",Maryland,Municipality,Lucy Nemerov,32930,,Tier 1,1.5,38.3607,-75.5994,837badeb-3977-4728-be10-a02696cdd5b0,,,,,,,,,16,2025-11-18,11,5,,,,,,,
001Hr000028Zd8m,"City Of Takoma Park, MD",Maryland,Municipality,Lucy Nemerov,17462,Open Opportunity,Tier 2,1.0,38.9779,-77.0075,ecd4a541-afc8-41f0-8a94-25a6dee5cf99,Open,Proposal,Mid Funnel,Ali Cohen,3/2/2026,2/14/2026,"$13,000",,12,2026-02-13,11,1,,,,,,,
001Hr000028Zd9c,"City Of College Park, MD",Maryland,Municipality,Lucy Nemerov,35110,,Tier 1,1.5,38.9897,-76.9378,e52f5ea8-dcb9-47ea-bdf7-5a6ee6ab301d,,,,,,,,,35,2026-05-21,,25,10,,,,,,
001Hr000028ZdBx,"City Of Annapolis, MD",Maryland,Municipality,Lucy Nemerov,40687,,Tier 1,1.5,38.9764,-76.4896,963e3b62-9df7-4986-acee-606c142d5cdd,,,,,,,,,61,2026-05-22,37,,24,,,,,,
001Hr000028ZdDm,"City Of Greenbelt, MD",Maryland,Municipality,Lucy Nemerov,24555,Open Opportunity,Tier 2,1.0,39.0046,-76.8755,c8b9ac89-5c9f-4e8e-809e-3dcd7c3cc9e6,Open,Initial Interest,Top of Funnel,Granger West,,9/17/2025,,,11,2026-04-13,10,,1,,,,,,
001Hr000028ZdKx,"City Of Hagerstown, MD",Maryland,Municipality,Lucy Nemerov,43487,,Tier 1,1.5,39.6418,-77.72,09341cc5-a132-47dc-bd64-8d2163c148eb,,,,,,,,,24,2025-08-12,24,,,,,,,,
001Hr000028ZdbM,"City Of Rockville, MD",Maryland,Municipality,Lucy Nemerov,67139,,Tier S,2.0,39.0832,-77.1529,1e364d55-67c9-4efd-b2e4-fb74fa63260d,,,,,,,,,12,2026-03-12,11,1,,,,,,,
001Hr000028Zdfv,"City Of Gaithersburg, MD",Maryland,Municipality,Lucy Nemerov,69101,,Tier S,2.0,39.144,-77.2016,faeee10b-18b2-4b9c-8e0a-6114ee08b230,,,,,,,,,39,2026-02-24,24,15,,,,,,,
001Hr000028Zdix,"Queen Anne's County, MD",Maryland,County,Lucy Nemerov,49874,,Tier 1,1.5,39.0264,-76.132,ee2f25c1-1bee-49ac-b9a2-adec71c500d2,,,,,,,,,25,2025-10-08,25,,,,,,,,
001Hr000028ZdjH,"Cecil County, MD",Maryland,County,Lucy Nemerov,106305,,Tier S,2.0,39.5739,-75.9463,c6ac18d4-2c87-4cf2-93a7-ba3abbfc4502,,,,,,,,,,,,,,,,,,,
001Hr000028Zdkc,"Dorchester County, MD",Maryland,County,Lucy Nemerov,32531,,Tier 1,1.5,38.4153,-76.1784,d633b459-467e-4432-901c-beeca59d73eb,,,,,,,,,16,2025-09-29,16,,,,,,,,
001Hr000028ZdlH,"County of Charles, MD",Maryland,County,Lucy Nemerov,174478,Open Opportunity,Tier S,2.0,38.5222,-77.1025,5dec9081-8c16-4257-9d3b-26d864b77edd,Open,Proposal,Mid Funnel,Ali Cohen,11/19/2025,11/10/2025,"$250,000",,4,2025-11-10,,4,,,,,,,
001Hr000028ZdoQ,"Talbot County, MD",Maryland,County,Lucy Nemerov,37526,Nurture,Tier 1,1.5,38.7804,-76.132,2c4c1900-27d8-4d1b-9474-5f97f930a4e3,Closed Lost,,,Nick Martino,9/26/2025,9/25/2025,,,10,2025-09-25,10,,,,,,,,
001Hr000028Zdot,"Carroll County, MD",Maryland,County,Lucy Nemerov,,,Tier 3,0.75,39.5423,-77.0564,ba482e49-1e74-471b-8d67-c55b87e704f2,,,,,,,,,6,2026-02-23,,5,,1,,,,,
001Hr000028ZdsI,"Washington County, MD",Maryland,County,Lucy Nemerov,,,Tier 3,0.75,39.613,-77.6994,fe27c87b-0657-4b58-b5e6-c5669a693be6,,,,,,,,,,,,,,,,,,,
001Hr000028ZdtF,"Saint Mary's County, MD",Maryland,County,Lucy Nemerov,116469,Open Opportunity,Tier S,2.0,38.106,-76.3637,3a425f2f-2e7a-494b-8259-102e696a271a,Open,Initial Interest,Top of Funnel,Ali Cohen,,11/12/2025,,,21,2026-04-17,,21,,,,,,,
001Hr000028Zdu7,"Wicomico County, MD",Maryland,County,Lucy Nemerov,106329,,Tier S,2.0,38.3942,-75.6674,18578ff4-aa27-4e2d-af7e-4fdb28039726,,,,,,,,,4,2026-05-14,,,4,,,,,,
001cv00000AuWPG,"Town Of Chevy Chase Village, MD",Maryland,Municipality,Lucy Nemerov,2030,,Tier 3,0.75,38.9808,-77.0823,e0d9b4c7-a0ea-4f8f-9557-10915db78912,,,,,,,,,1,2026-04-29,,,1,,,,,,
001cv00000AuWXy,"Town Of Hurlock, MD",Maryland,Municipality,Lucy Nemerov,2066,,Tier 3,0.75,38.6351,-75.8644,8ef59e53-00c0-4503-bdaa-667e05ab01fa,,,,,,,,,,,,,,,,,,,
001cv00000AuWYT,"Town Of Williamsport, MD",Maryland,Municipality,Lucy Nemerov,2074,,Tier 3,0.75,39.6007,-77.8206,ac3b3155-7447-4a7e-a7dc-2ce0e509340e,,,,,,,,,,,,,,,,,,,
001cv00000AuWa7,"Town Of Kensington, MD",Maryland,Municipality,Lucy Nemerov,2108,,Tier 3,0.75,39.0257,-77.0764,0b3c5ee3-d183-44e1-8b56-6810b76c1b87,,,,,,,,,,,,,,,,,,,
001cv00000AuWan,"Town Of Mountain Lake Park, MD",Maryland,Municipality,Lucy Nemerov,2118,,Tier 3,0.75,39.3986,-79.3822,13401c3c-4490-4012-89b3-45e03cf76e30,,,,,,,,,,,,,,,,,,,
001cv00000AuWd1,"Town Of Snow Hill, MD",Maryland,Municipality,Lucy Nemerov,2159,,Tier 3,0.75,38.1771,-75.3927,79894280-b955-47d9-a482-533661839629,,,,,,,,,,,,,,,,,,,
001cv00000AuWdI,"Town Of North Beach, MD",Maryland,Municipality,Lucy Nemerov,2164,Nurture,Tier 3,0.75,38.7073,-76.5311,bf7dc048-7abf-424c-89ef-4f525fa116be,Closed Lost,,,Ali Cohen,11/17/2025,11/13/2025,,,6,2025-11-17,,6,,,,,,,
001cv00000AuXgC,"Town Of Rising Sun, MD",Maryland,Municipality,Lucy Nemerov,2744,Open Opportunity,Tier 3,0.75,39.6979,-76.0627,df81f775-486c-4c6c-b222-8f4c93a5afd7,Open,Verbal,Mid Funnel,Ali Cohen,2/4/2026,1/22/2026,"$18,000",,20,2026-05-26,,4,,,,16,,,
001cv00000AuXjx,"Town Of Federalsburg, MD",Maryland,Municipality,Lucy Nemerov,2842,,Tier 3,0.75,38.6943,-75.7722,f521c258-f6f4-46c5-acaf-65619e6deade,,,,,,,,,,,,,,,,,,,
001cv00000AuXjy,"Town Of Emmitsburg, MD",Maryland,Municipality,Lucy Nemerov,2842,Open Opportunity,Tier 3,0.75,39.7045,-77.3269,4bfa7338-d455-43b1-8e82-88bf3545e9ea,Open,Initial Interest,Top of Funnel,Ali Cohen,,11/18/2025,,,23,2026-02-24,,23,,,,,,,
001cv00000AuYGh,"Town Of Smithsburg, MD",Maryland,Municipality,Lucy Nemerov,3060,,Tier 3,0.75,39.6548,-77.5728,4cc0dcce-8e11-4ea3-80bf-2cbd5e00dca7,,,,,,,,,,,,,,,,,,,
001cv00000AuYHb,"Town Of Berwyn Heights, MD",Maryland,Municipality,Lucy Nemerov,3298,,Tier 3,0.75,38.994,-76.9105,e1b7786f-add0-48dd-876a-0f7c3af2a200,,,,,,,,,,,,,,,,,,,
001cv00000AuYLH,"Town Of Princess Anne, MD",Maryland,Municipality,Lucy Nemerov,3428,,Tier 3,0.75,38.2029,-75.6924,7dd7ae89-3f14-43b8-a8e5-953b6a4c7928,,,,,,,,,,,,,,,,,,,
001cv00000AuYXQ,"Town Of Boonsboro, MD",Maryland,Municipality,Lucy Nemerov,3789,,Tier 3,0.75,39.5062,-77.6525,38ff2099-6ff5-473f-ab8a-da1d7b3b1c3f,,,,,,,,,3,2026-02-20,,3,,,,,,,
001cv00000AuYhX,"Town Of Delmar, MD",Maryland,Municipality,Lucy Nemerov,3891,,Tier 3,0.75,38.456,-75.5774,178fd01e-f1d0-4e8a-ada0-2764e9d3d430,,,,,,,,,,,,,,,,,,,
001cv00000AuYi9,"Town Of Indian Head, MD",Maryland,Municipality,Lucy Nemerov,3919,,Tier 3,0.75,38.6001,-77.1622,150df5e0-fd2f-4dbe-b910-fdfa99dceb5b,,,,,,,,,,,,,,,,,,,
001cv00000AuYlS,"Town Of Capitol Heights, MD",Maryland,Municipality,Lucy Nemerov,3991,,Tier 3,0.75,38.8851,-76.9158,e42b7fb5-ef86-46de-adaa-a27d22f8fa71,,,,,,,,,4,2026-05-15,,,4,,,,,,
001cv00000AuYnf,"Town Of North East, MD",Maryland,Municipality,Lucy Nemerov,4094,,Tier 3,0.75,39.6001,-75.9413,8c18812a-78be-47fe-b93b-895c23146c3f,,,,,,,,,,,,,,,,,,,
001cv00000AuYsy,"Town Of Brentwood, MD",Maryland,Municipality,Lucy Nemerov,3770,,Tier 3,0.75,38.9438,-76.9569,64893349-f1a8-448e-9b98-11e2e7325617,,,,,,,,,,,,,,,,,,,
001cv00000AuYvg,"Town Of Sykesville, MD",Maryland,Municipality,Lucy Nemerov,4335,,Tier 3,0.75,39.3737,-76.9678,56c91274-024d-4fda-8c7f-698c95ebc6ce,,,,,,,,,,,,,,,,,,,
001cv00000AuYw6,"City Of Pocomoke City, MD",Maryland,Municipality,Lucy Nemerov,4354,,Tier 3,0.75,38.0757,-75.568,89269c16-0064-4ac6-9d9e-7a952493770e,,,,,,,,,9,2025-12-09,,9,,,,,,,
001cv00000AuYxS,"Town Of Perryville, MD",Maryland,Municipality,Lucy Nemerov,4404,,Tier 3,0.75,39.5601,-76.0713,1e879215-4158-4f6a-bc39-9de9f5ef5135,,,,,,,,,,,,,,,,,,,
001cv00000AuYyY,"City Of Seat Pleasant, MD",Maryland,Municipality,Lucy Nemerov,4459,,Tier 3,0.75,38.8859,-76.9009,e15ddba2-5cc9-4b89-b8f9-09e0b9352e84,,,,,,,,,,,,,,,,,,,
001cv00000AuZ8D,"Town Of Manchester, MD",Maryland,Municipality,Lucy Nemerov,5445,,Tier 3,0.75,39.6612,-76.885,95408517-8725-4148-8839-f191a4a7c328,,,,,,,,,4,2026-02-25,,4,,,,,,,
001cv00000AuZLd,"Town Of Denton, MD",Maryland,Municipality,Lucy Nemerov,4793,,Tier 3,0.75,38.8846,-75.8272,f55c4d60-6240-4ec0-951a-e1fe020f0c02,,,,,,,,,4,2026-05-18,,,4,,,,,,
001cv00000AuZQn,"City Of Taneytown, MD",Maryland,Municipality,Lucy Nemerov,7284,,Tier 3,0.75,39.6579,-77.1744,9a0244d1-4853-41f4-91b5-9aef00d130ef,,,,,,,,,,,,,,,,,,,
001cv00000AuZSm,"Town Of Berlin, MD",Maryland,Municipality,Lucy Nemerov,5064,,Tier 3,0.75,38.3226,-75.2177,2e1b317e-cac1-4ad6-9cbb-2825be507d66,,,,,,,,,10,2025-09-29,,,,,,,10,,
001cv00000AuZTO,"Town Of Middletown, MD",Maryland,Municipality,Lucy Nemerov,5132,,Tier 3,0.75,39.4437,-77.5447,14bb20fb-d7e4-4030-8bcc-e2ad8607ce48,,,,,,,,,3,2026-02-24,,3,,,,,,,
001cv00000AuZt0,"County Of Kent, MD",Maryland,County,Lucy Nemerov,19270,,Tier 2,1.0,39.2714,-76.132,b36adc2b-2184-41ad-900c-617487aa2030,,,,,,,,,7,2026-05-15,,,7,,,,,,
001cv00000Aua0d,"County Of Garrett, MD",Maryland,County,Lucy Nemerov,28702,,Tier 1,1.5,39.5681,-79.2902,d3046e61-7ed1-4524-9372-b3b1ff461b5e,,,,,,,,,1,2025-12-16,,1,,,,,,,
001cv00000Aua27,"County Of Somerset, MD",Maryland,County,Lucy Nemerov,24584,,Tier 2,1.0,38.0862,-75.8534,a6cb0e68-b3a6-4d9a-a022-e1f7f63cf26d,,,,,,,,,2,2026-02-13,,2,,,,,,,
001cv00000Aua5f,"County Of Caroline, MD",Maryland,County,Lucy Nemerov,33386,,Tier 1,1.5,38.9105,-75.8534,a273b7c5-d855-4057-a34a-0db9e07a0e95,,,,,,,,,1,2025-12-01,,1,,,,,,,
001cv00000AuaKw,"County Of Queen Annes, MD",Maryland,County,Lucy Nemerov,50798,,Tier S,2.0,39.0264,-76.132,ee2f25c1-1bee-49ac-b9a2-adec71c500d2,,,,,,,,,,,,,,,,,,,
001cv00000AuaLX,"County Of Worcester, MD",Maryland,County,Lucy Nemerov,53132,Nurture,Tier S,2.0,38.1584,-75.4345,bae083c7-11e9-480c-a56c-3663885c7570,Closed Lost,,,Granger West,4/14/2025,3/29/2025,"$68,000",,12,2026-04-27,11,,1,,,,,,
001cv00000AuaUm,"County Of Calvert, MD",Maryland,County,Lucy Nemerov,93928,Open Opportunity,Tier S,2.0,38.495,-76.5026,9a0c618c-ef69-4d84-bc13-4c97ac614458,Open,Initial Interest,Top of Funnel,Ali Cohen,,12/15/2025,,,49,2026-04-28,,49,,,,,,,
001cv00000AuaXj,"County Of Allegany, MD",Maryland,County,Lucy Nemerov,67729,,Tier S,2.0,39.6255,-78.6115,16778cc5-2f66-48a7-9d42-9b460f34a27e,,,,,,,,,,,,,,,,,,,
001cv00000B21qy,"Town Of University Park, MD",Maryland,Municipality,Lucy Nemerov,2417,,Tier 3,0.75,38.9704,-76.9419,f716dca2-2dc9-43c3-97bd-036623855c6f,,,,,,,,,,,,,,,,,,,
001cv00000B21sS,"City Of Crisfield, MD",Maryland,Municipality,Lucy Nemerov,2448,,Tier 3,0.75,37.9835,-75.8538,23df5405-b8ec-44d9-9430-652aecbc1849,,,,,,,,,3,2026-04-14,,,3,,,,,,
001cv00000B21wT,"Town Of Forest Heights, MD",Maryland,Municipality,Lucy Nemerov,2620,,Tier 3,0.75,38.8122,-76.9985,74958fbb-1ebc-43b2-a61b-72c9286eb1e8,,,,,,,,,,,,,,,,,,,
001cv00000B222N,"Town Of Centreville, MD",Maryland,Municipality,Lucy Nemerov,4735,,Tier 3,0.75,39.0418,-76.0663,feb9a462-3909-4413-bb0e-35921aae4cf1,,,,,,,,,,,,,,,,,,,
001cv00000B222T,"Town Of Leonardtown, MD",Maryland,Municipality,Lucy Nemerov,4745,,Tier 3,0.75,38.2912,-76.6358,39e87527-105d-4ee7-b26c-66d26b907e7c,,,,,,,,,,,,,,,,,,,
001cv00000LxNxU,"County of Montgomery, MD - Dept of Permitting Services",Maryland,County,Lucy Nemerov,1082000,Recent Competitor Purchase,Tier S,2.0,39.0388,-77.0518,08c38639-48f2-45d9-973f-e5a91de67577,Closed Lost,,,Emily Murnane,11/4/2025,10/22/2025,,,1,2025-11-04,,,,,,,,1,
001cv00000R8kqy,"Town of Rock Hall, MD",Maryland,Municipality,Lucy Nemerov,1198,Open Opportunity,Tier 3,0.75,39.1382,-76.235,db487d55-04e8-4cca-8055-c6e266921cae,Open,Sales Qualified,Mid Funnel,Ali Cohen,12/22/2025,12/8/2025,,,5,2025-12-23,,5,,,,,,,
001cv00000bAdh4,Frederick County,Maryland,County,Lucy Nemerov,299317,,Tier S,2.0,39.3845,-77.4702,96b628f3-2667-4f02-8d49-8b9e752ba95b,,,,,,,,,,,,,,,,,,,
001cv00000bBVeX,Town of Upper Marlboro,Maryland,Municipality,Lucy Nemerov,718,,Tier 3,0.75,38.8159,-76.7497,5f3ddc21-97cb-4866-aafd-5968b467af92,,,,,,,,,,,,,,,,,,,
001cv00000bBVm0,Town of Chevy Chase View,Maryland,Municipality,Lucy Nemerov,1017,,Tier 3,0.75,39.0204,-77.0809,2a50f74e-202d-4382-9ac3-07473793d17d,,,,,,,,,,,,,,,,,,,
001cv00000bBVoZ,Town of St. Michaels,Maryland,Municipality,Lucy Nemerov,1073,,Tier 3,0.75,38.7854,-76.2233,1997364b-6134-4e9b-9387-a9531916a325,,,,,,,,,,,,,,,,,,,
001cv00000bBVyS,Town of Cottage City,Maryland,Municipality,Lucy Nemerov,1322,,Tier 3,0.75,38.9382,-76.9483,2bbc6dce-e348-4a32-b49c-5068d025b391,,,,,,,,,,,,,,,,,,,
001cv00000bBWBa,Town of Charlestown,Maryland,Municipality,Lucy Nemerov,1538,,Tier 3,0.75,39.5737,-75.9749,f2941dcb-2a0f-4c4a-897b-b3b934f886b1,,,,,,,,,,,,,,,,,,,
001cv00000bBWDV,Town of Greensboro,Maryland,Municipality,Lucy Nemerov,1969,,Tier 3,0.75,38.9737,-75.8049,8ac13cc7-d55e-42cf-b10a-1c936150bd57,,,,,,,,,,,,,,,,,,,
001cv00000bBWTo,Carroll County,Maryland,County,Lucy Nemerov,177108,,Tier S,2.0,39.5423,-77.0564,8f6bb00d-d3c4-40b3-b83a-029fbbb30ab2,,,,,,,,,,,,,,,,,,,
001cv00000bBWY9,Anne Arundel County,Maryland,County,Lucy Nemerov,602350,,Tier S,2.0,38.953,-76.5488,2dd2d361-6932-4d1c-8794-5709baffac8b,,,,,,,,,,,,,,,,,,,
001cv00000bBWYj,Baltimore County,Maryland,County,Lucy Nemerov,852425,,Tier S,2.0,39.4648,-76.7337,d3683fc6-50b7-4bf9-9cf1-d0bf403606ba,,,,,,,,,,,,,,,,,,,
001cv00000bBWZ1,Prince George's County,Maryland,County,Lucy Nemerov,966629,,Tier S,2.0,38.7849,-76.8721,0b8b6aef-3f5c-48a8-b8f7-f7fe43dee095,,,,,,,,,,,,,,,,,,,
001cv00000bBWz7,Harford County,Maryland,County,Lucy Nemerov,265514,,Tier S,2.0,39.5839,-76.3637,e7c1d6eb-e10a-4ee7-b29f-801d67f78059,,,,,,,,,,,,,,,,,,,
001cv00000bBX0Y,Howard County,Maryland,County,Lucy Nemerov,339668,,Tier S,2.0,39.2873,-76.9643,3a4dc304-5165-4cd1-a0aa-0aa51df311c4,,,,,,,,,,,,,,,,,,,
