Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Catherine Silvestri,Calls - Alicia Gopal,Calls - Joe del Rosario,Calls - Nick Martino,Calls - Jenny Allison
001Hr000028Zbr8,"City Of Longview, WA",Washington,Municipality,Catherine Silvestri,37824,,Tier 1,1.5,46.1382,-122.9382,269c3c47-1884-4257-8b2f-5c66b6a05691,,,,,,,,,1,2025-08-22,,,1,,
001Hr000028ZbrD,"City Of Issaquah, WA",Washington,Municipality,Catherine Silvestri,39505,,Tier 1,1.5,47.5301,-122.0329,f6f08297-e22d-4d59-994d-7319c8d50e81,,,,,,,,,20,2026-04-06,8,,12,,
001Hr000028Zbrg,"City Of Yelm, WA",Washington,Municipality,Catherine Silvestri,10707,,Tier 2,1.0,46.942,-122.606,95c2b450-f50b-43fa-9676-6790ce205481,,,,,,,,,1,2025-08-19,,,1,,
001Hr000028Zbrh,"City Of Pullman, WA",Washington,Municipality,Catherine Silvestri,32827,,Tier 1,1.5,46.7298,-117.1817,c1289a14-9bfa-43f8-b361-a1049edcdcaa,,,,,,,,,3,2025-08-22,,,3,,
001Hr000028Zbrq,"City Of Othello, WA",Washington,Municipality,Catherine Silvestri,8739,,Tier 3,0.75,46.826,-119.1753,3a02a670-3d6e-4aca-ab97-89d047776e7d,,,,,,,,,,,,,,,
001Hr000028Zbrx,"City Of Airway Heights, WA",Washington,Municipality,Catherine Silvestri,10630,,Tier 2,1.0,47.6446,-117.5933,ec55b5e6-7e7c-4cb8-a534-d2ff6b2667fb,,,,,,,,,8,2026-01-13,,6,2,,
001Hr000028Zbsa,"City Of Tumwater, WA",Washington,Municipality,Catherine Silvestri,25844,Nurture,Tier 1,1.5,47.0073,-122.9093,920b5ab4-9542-44d3-b147-6aa5cdc9bf28,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,3,2026-03-23,3,,,,
001Hr000028Zbt3,"City Of Fircrest, WA",Washington,Municipality,Catherine Silvestri,7115,Open Opportunity,Tier 3,0.75,47.2395,-122.516,e9779f51-b6ae-42bc-9531-45529ce8a157,Open,Meeting Booked,Top of Funnel,Alicia Gopal,1/23/2026,1/21/2026,,,12,2026-02-18,,9,1,,2
001Hr000028Zbt4,"City Of Mattawa, WA",Washington,Municipality,Catherine Silvestri,3627,,Tier 3,0.75,46.7379,-119.9028,9ae8f304-05f1-4827-871d-3fd341a96dfb,,,,,,,,,2,2026-02-24,2,,,,
001Hr000028ZbtN,"City Of Fife, WA",Washington,Municipality,Catherine Silvestri,10985,,Tier 2,1.0,47.2393,-122.3571,28c381b9-7797-48a4-ae41-2085d52ad9b3,,,,,,,,,7,2026-01-23,,4,3,,
001Hr000028ZbtO,"City Of Edmonds, WA",Washington,Municipality,Catherine Silvestri,42758,,Tier 1,1.5,47.8112,-122.3769,fee790b0-d887-4bc3-b444-f86086a12a6d,,,,,,,,,1,2025-08-21,,,1,,
001Hr000028ZbtS,"City Of Washougal, WA",Washington,Municipality,Catherine Silvestri,16970,,Tier 2,1.0,45.5811,-122.3538,06cc5e6c-0307-44b6-83ae-c6d25c823d8b,,,,,,,,,5,2025-10-24,,,5,,
001Hr000028Zbu6,"City Of Camas, WA",Washington,Municipality,Catherine Silvestri,27054,,Tier 1,1.5,45.5857,-122.4027,0aa24b8f-eff1-4827-9b1c-32f46484a82f,,,,,,,,,31,2026-03-20,16,,15,,
001Hr000028Zbua,"City Of Covington, WA",Washington,Municipality,Catherine Silvestri,20787,,Tier 2,1.0,47.3596,-122.118,d23e437e-88ea-4509-b23f-ef97d9e48aad,,,,,,,,,10,2026-01-21,,10,,,
001Hr000028Zbuq,"City Of Bonney Lake, WA",Washington,Municipality,Catherine Silvestri,22848,,Tier 2,1.0,47.1771,-122.1869,6fb756fb-7d1e-4757-b034-2f985a6be29f,,,,,,,,,9,2025-07-07,,,9,,
001Hr000028Zbv6,"City Of Pacific, WA",Washington,Municipality,Catherine Silvestri,7105,,Tier 3,0.75,47.2645,-122.2501,0437a80c-3c30-4769-8baa-810740f26411,,,,,,,,,3,2025-11-20,,3,,,
001Hr000028Zbvp,"Town Of College Place, WA",Washington,Municipality,Catherine Silvestri,9885,,Tier 3,0.75,46.0493,-118.3883,a1af1617-59e9-44f5-b89c-d46ff0957fa1,,,,,,,,,12,2025-12-09,,12,,,
001Hr000028ZbwH,"City Of Port Orchard, WA",Washington,Municipality,Catherine Silvestri,15979,,Tier 2,1.0,47.5404,-122.6362,4b72a1b7-5dd9-4d17-a295-b59c0b59b2db,,,,,,,,,7,2026-03-26,7,,,,
001Hr000028ZbxL,"City Of Port Townsend, WA",Washington,Municipality,Catherine Silvestri,10306,,Tier 2,1.0,48.117,-122.7604,c71a2700-0cff-42df-9cbd-a63081252acd,,,,,,,,,27,2026-01-26,,27,,,
001Hr000028ZbxZ,"City Of Puyallup, WA",Washington,Municipality,Catherine Silvestri,42794,,Tier 1,1.5,47.1854,-122.2929,c465dd94-0aa6-4421-afb4-c81a2e1362f4,,,,,,,,,16,2025-11-19,,15,1,,
001Hr000028Zbxl,"City Of Shelton, WA",Washington,Municipality,Catherine Silvestri,10763,Open Opportunity,Tier 2,1.0,47.2151,-123.1007,d5d2cca9-122e-4f02-9d36-090a44f8c146,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,5/11/2026,,,4,2026-05-11,4,,,,
001Hr000028Zbxy,"City Of Mercer Island, WA",Washington,Municipality,Catherine Silvestri,25442,,Tier 1,1.5,47.5707,-122.2221,84675c37-e9ab-43df-9591-bf42235792eb,,,,,,,,,14,2026-03-26,4,,10,,
001Hr000028Zby9,"City Of Brier, WA",Washington,Municipality,Catherine Silvestri,6497,,Tier 3,0.75,47.7845,-122.2743,b891075c-f95b-4f4e-a5a0-6912872401b4,,,,,,,,,2,2025-05-27,,,2,,
001Hr000028Zbyd,"City Of Mill Creek, WA",Washington,Municipality,Catherine Silvestri,20902,,Tier 2,1.0,47.8601,-122.2043,1d894357-e540-4c27-81ca-87ccebd8239e,,,,,,,,,1,2026-05-15,1,,,,
001Hr000028Zbyr,"City Of Newcastle, WA",Washington,Municipality,Catherine Silvestri,12969,Recent Competitor Purchase,Tier 2,1.0,47.5376,-122.162,75819afe-83b5-46be-a0b3-165940fcedfe,Closed Lost,,,Joe del Rosario,10/25/2024,1/5/2025,,,10,2025-08-12,,,10,,
001Hr000028ZbzC,"City Of Gig Harbor, WA",Washington,Municipality,Catherine Silvestri,12181,Open Opportunity,Tier 2,1.0,47.3294,-122.5809,27f62c86-499b-49da-aa12-d94d3b032282,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,2,2026-03-26,2,,,,
001Hr000028ZbzD,"City Of Sultan, WA",Washington,Municipality,Catherine Silvestri,5604,,Tier 3,0.75,47.8626,-121.8165,fcd33cf2-a602-4056-b693-531137ffb137,,,,,,,,,,,,,,,
001Hr000028Zc0O,"City Of Bothell, WA",Washington,Municipality,Catherine Silvestri,47784,,Tier 1,1.5,47.7601,-122.2054,ec38ada9-9fe5-4923-a85d-a4f15cc3271f,,,,,,,,,3,2026-03-20,2,,1,,
001Hr000028Zc0U,"City Of Prosser, WA",Washington,Municipality,Catherine Silvestri,6106,,Tier 3,0.75,46.2068,-119.7689,398d7b14-5fab-40c9-b641-2fd7105cac07,,,,,,,,,,,,,,,
001Hr000028Zc0Z,"City Of Battle Ground, WA",Washington,Municipality,Catherine Silvestri,21119,,Tier 2,1.0,45.7798,-122.5392,1f72e9d2-6616-4b68-b03a-1304326c5be1,,,,,,,,,9,2026-05-15,6,,3,,
001Hr000028Zc0c,"City Of Seatac, WA",Washington,Municipality,Catherine Silvestri,30759,,Tier 1,1.5,47.4436,-122.2961,c0d173c8-e4f8-41c9-b098-407f1e8912f6,,,,,,,,,8,2025-07-08,,,8,,
001Hr000028Zc0j,"City Of Woodinville, WA",Washington,Municipality,Catherine Silvestri,13425,,Tier 2,1.0,47.7543,-122.1635,6ffb6077-95a7-439e-9ec7-248012d0425f,,,,,,,,,3,2025-09-02,,,3,,
001Hr000028Zc0o,"City Of Union Gap, WA",Washington,Municipality,Catherine Silvestri,6530,All Modules Live,Tier 3,0.75,46.5573,-120.4751,4a2ed2df-e5dc-4617-8661-777abcc9dd52,Closed Won,,,Joe del Rosario,3/27/2025,2/4/2025,"$8,000",,,,,,,,
001Hr000028Zc0z,"City Of Shoreline, WA",Washington,Municipality,Catherine Silvestri,57918,Open Opportunity,Tier S,2.0,47.756,-122.3457,eea829cc-1058-45a0-b227-36917b2b5425,Open,Initial Interest,Top of Funnel,Nick Martino,,11/26/2025,,,5,2025-12-16,,,,5,
001Hr000028Zc1I,"City Of Monroe, WA",Washington,Municipality,Catherine Silvestri,20209,,Tier 2,1.0,47.8554,-121.971,8a3e56c6-1a25-4968-b18b-be7c6499c3ba,,,,,,,,,11,2025-08-21,,,11,,
001Hr000028Zc25,"City Of Mount Vernon, WA",Washington,Municipality,Catherine Silvestri,35404,,Tier 1,1.5,48.4201,-122.3375,ef5d7d17-dabe-472d-a6ac-0faa1a7f140e,,,,,,,,,24,2026-04-22,16,,8,,
001Hr000028Zc2B,"City Of Lynnwood, WA",Washington,Municipality,Catherine Silvestri,40592,,Tier 1,1.5,47.8209,-122.3151,b1bf5aba-644a-44f6-945f-b42a89fadeb7,,,,,,,,,7,2026-05-14,3,,4,,
001Hr000028Zc2U,"City Of Poulsbo, WA",Washington,Municipality,Catherine Silvestri,11891,,Tier 2,1.0,47.7359,-122.6465,257db8a1-3807-44f9-bd90-98f112de6856,,,,,,,,,1,2025-09-02,,,1,,
001Hr000028Zc2W,"City Of Liberty Lake, WA",Washington,Municipality,Catherine Silvestri,12534,,Tier 2,1.0,47.6743,-117.1124,05d3cc1f-aa22-40e4-b7c4-f6138849dff9,,,,,,,,,3,2026-03-25,3,,,,
001Hr000028Zc2l,"City Of Walla Walla, WA",Washington,Municipality,Catherine Silvestri,33927,Open Opportunity,Tier 1,1.5,46.0646,-118.343,a4915d02-33fb-4c43-b842-8e30af83e853,Open,Initial Interest,Top of Funnel,Alicia Gopal,,11/20/2025,,,14,2026-05-05,6,8,,,
001Hr000028Zc33,"City Of University Place, WA",Washington,Municipality,Catherine Silvestri,34900,Open Opportunity,Tier 1,1.5,47.2357,-122.5504,7157e507-05ae-479b-a739-cca57752af73,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,3/27/2026,,,18,2026-04-22,18,,,,
001Hr000028Zc3N,"City Of Stanwood, WA",Washington,Municipality,Catherine Silvestri,8438,,Tier 3,0.75,48.2411,-122.3707,b72b95e3-73ba-46ae-af1c-9e6249717aaf,,,,,,,,,4,2025-11-25,,4,,,
001Hr000028Zc3s,"City Of Cheney, WA",Washington,Municipality,Catherine Silvestri,13087,,Tier 2,1.0,47.4869,-117.5759,9812c5e1-bb0e-4643-9387-988846fb4ad8,,,,,,,,,,,,,,,
001Hr000028Zc4U,"City Of Orting, WA",Washington,Municipality,Catherine Silvestri,8965,,Tier 3,0.75,47.0979,-122.2043,94dfdaf1-5b1c-400b-9fea-35776593e38b,,,,,,,,,4,2025-08-21,,,4,,
001Hr000028Zc4Z,"City Of Milton, WA",Washington,Municipality,Catherine Silvestri,8907,,Tier 3,0.75,47.2482,-122.3129,c0165994-a476-4112-9b6b-6a5d02190767,,,,,,,,,1,2025-09-23,,,1,,
001Hr000028Zc4e,"Town Of Steilacoom, WA",Washington,Municipality,Catherine Silvestri,6721,,Tier 3,0.75,47.1698,-122.6026,28406a82-b487-4b6b-ad67-fa7a01f25aac,,,,,,,,,11,2025-12-02,,11,,,
001Hr000028Zc4j,"City Of Edgewood, WA",Washington,Municipality,Catherine Silvestri,12665,Nurture,Tier 2,1.0,47.2501,-122.2937,c746b388-2a4e-4d0c-b3bd-ab3c7b9dd282,Closed Lost,,,Joe del Rosario,1/7/2025,1/5/2025,,,4,2026-04-02,4,,,,
001Hr000028Zc4o,"City Of Dupont, WA",Washington,Municipality,Catherine Silvestri,10112,,Tier 2,1.0,47.1003,-122.6448,51077fcd-fd44-4b5e-8d00-b2d12fea4a87,,,,,,,,,1,2025-10-14,,,1,,
001Hr000028Zc5J,"City Of Chehalis, WA",Washington,Municipality,Catherine Silvestri,7679,,Tier 3,0.75,46.6652,-122.9698,1feb3d32-6020-4a3e-b6f3-546c7d862cdc,,,,,,,,,5,2025-08-21,,,5,,
001Hr000028Zc5U,"City Of Mountlake Terrace, WA",Washington,Municipality,Catherine Silvestri,21428,,Tier 2,1.0,47.7882,-122.3087,73c0ddfb-2d5e-443c-a35a-4983742d9598,,,,,,,,,3,2026-05-15,3,,,,
001Hr000028Zc6M,"City Of Woodland, WA",Washington,Municipality,Catherine Silvestri,6540,,Tier 3,0.75,45.9046,-122.744,c4d642ce-e1c3-44b2-9304-fe841900e3f1,,,,,,,,,,,,,,,
001Hr000028Zc6R,"City Of Kenmore, WA",Washington,Municipality,Catherine Silvestri,23502,,Tier 2,1.0,47.7584,-122.2497,0b3916a2-418d-4dac-9d7d-e3dd6ea49645,,,,,,,,,1,2025-08-21,,,1,,
001Hr000028Zc6b,"City Of Lynden, WA",Washington,Municipality,Catherine Silvestri,16048,,Tier 2,1.0,48.9428,-122.4529,f4b3798f-3ea0-4542-8ac9-78bc259a82ba,,,,,,,,,1,2025-10-09,,,1,,
001Hr000028Zc6g,"City Of Mukilteo, WA",Washington,Municipality,Catherine Silvestri,21246,,Tier 2,1.0,47.9445,-122.3046,ef54141d-8309-4ca5-98ba-d5d5ff5525d6,,,,,,,,,3,2026-05-14,3,,,,
001Hr000028Zc7o,"City Of Sequim, WA",Washington,Municipality,Catherine Silvestri,8241,Open Opportunity,Tier 3,0.75,48.0795,-123.1018,ae46ce27-2c83-46c4-a0e6-262f9720ead0,Open,Sales Qualified,Mid Funnel,Catherine Silvestri,5/11/2026,4/10/2026,,,3,2026-05-11,3,,,,
001Hr000028Zc7x,"City Of Snohomish, WA",Washington,Municipality,Catherine Silvestri,10154,,Tier 2,1.0,47.9129,-122.0982,e914cf6b-fe76-4b0c-9499-29f33c78db7d,,,,,,,,,2,2026-05-15,2,,,,
001Hr000028Zc82,"City Of Anacortes, WA",Washington,Municipality,Catherine Silvestri,17832,Nurture,Tier 2,1.0,48.5126,-122.6127,4e7f65df-874c-4ee3-9c25-8ab5caa3c485,Closed Lost,,,Joe del Rosario,10/8/2024,1/5/2025,,,16,2026-04-08,11,,5,,
001Hr000028Zc87,"City Of Blaine, WA",Washington,Municipality,Catherine Silvestri,5976,Nurture,Tier 3,0.75,48.9937,-122.7471,717a9a81-9cb3-4616-ab41-908e1c3985f7,Closed Lost,,,Alicia Gopal,2/3/2026,10/29/2025,,,11,2025-11-12,,6,5,,
001Hr000028Zc8C,"City Of Centralia, WA",Washington,Municipality,Catherine Silvestri,18629,,Tier 2,1.0,46.7162,-122.9543,1ee25310-0458-45df-be32-adacc3675122,,,,,,,,,1,2025-10-14,,,1,,
001Hr000028Zc8H,"City Of Arlington, WA",Washington,Municipality,Catherine Silvestri,20075,,Tier 2,1.0,48.1987,-122.1251,91cfbe46-5aa1-4bc2-bbe0-534051224878,,,,,,,,,2,2025-08-06,,,2,,
001Hr000028Zc8M,"City Of Port Angeles, WA",Washington,Municipality,Catherine Silvestri,20134,,Tier 2,1.0,48.1181,-123.4307,ed1fd656-74e5-4fab-9bc0-699f0a76f600,,,,,,,,,3,2026-04-03,3,,,,
001Hr000028Zc8R,"City Of Bremerton, WA",Washington,Municipality,Catherine Silvestri,44122,,Tier 1,1.5,47.565,-122.627,69f7bd3a-cf55-4afd-8d16-06e7df6d1f1c,,,,,,,,,26,2025-12-08,,26,,,
001Hr000028Zc8W,"City Of Aberdeen, WA",Washington,Municipality,Catherine Silvestri,17191,,Tier 2,1.0,46.9754,-123.8157,255691da-4c6a-4df7-a4c5-6b216c3d596f,,,,,,,,,3,2026-03-12,3,,,,
001Hr000028Zc8b,"City Of Hoquiam, WA",Washington,Municipality,Catherine Silvestri,8860,,Tier 3,0.75,46.977,-123.8839,35adba93-68ae-4fe6-a457-60e79687d840,,,,,,,,,2,2025-08-20,,,2,,
001Hr000028Zc8g,"City Of Ferndale, WA",Washington,Municipality,Catherine Silvestri,15476,Open Opportunity,Tier 2,1.0,48.8472,-122.5923,8c3436c8-60c9-4040-84d9-5fc08a4c2d5b,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,3/26/2026,3/12/2026,,,8,2026-03-27,8,,,,
001Hr000028Zc8l,"City Of Enumclaw, WA",Washington,Municipality,Catherine Silvestri,12733,,Tier 2,1.0,47.2043,-121.9915,9902ff66-19e5-4f67-b615-2d04d169b090,,,,,,,,,3,2026-03-25,3,,,,
001Hr000028Zc8q,"City Of Burlington, WA",Washington,Municipality,Catherine Silvestri,9702,,Tier 3,0.75,48.4757,-122.3254,be76eeb1-d548-49d9-8f64-470d8bce3b06,,,,,,,,,,,,,,,
001Hr000028Zc90,"City Of Ridgefield, WA",Washington,Municipality,Catherine Silvestri,12514,Churned Customer,Tier 2,1.0,45.8157,-122.6908,9c56adb4-bc21-40ad-9340-78b7b8a004a5,Closed Won,,,Asher Rosenfeld,,1/5/2025,"$25,000",,,,,,,,
001Hr000028Zc95,"City of Sedro-Woolley, WA",Washington,Municipality,Catherine Silvestri,12266,Open Opportunity,Tier 2,1.0,48.5039,-122.2361,e72ae226-8dc3-4ba9-b212-4df5bd43a9b4,Open,Initial Interest,Top of Funnel,Harrison Peacock,10/23/2024,1/5/2025,,,4,2025-07-16,,,4,,
001Hr000028Zc9c,"City Of Wenatchee, WA",Washington,Municipality,Catherine Silvestri,35405,,Tier 1,1.5,47.4235,-120.3103,a78b3f7d-e1c3-413c-9d82-aad683c86064,,,,,,,,,3,2025-12-02,,3,,,
001Hr000028ZcAA,"City Of North Bend, WA",Washington,Municipality,Catherine Silvestri,7695,,Tier 3,0.75,47.4957,-121.7868,9c7583b8-e9fc-4074-be64-09b86940c0c8,,,,,,,,,,,,,,,
001Hr000028ZcAJ,"City Of Selah, WA",Washington,Municipality,Catherine Silvestri,8208,,Tier 3,0.75,46.654,-120.5301,0d61ca4c-f319-4900-b1cf-65826056d62c,,,,,,,,,,,,,,,
001Hr000028ZcB3,"City Of Wapato, WA",Washington,Municipality,Catherine Silvestri,4551,,Tier 3,0.75,46.4476,-120.4203,22a73c0a-7fce-411f-96f8-ff073fcf5215,,,,,,,,,1,2026-02-24,1,,,,
001Hr000028ZcBH,"City Of Lake Stevens, WA",Washington,Municipality,Catherine Silvestri,36288,,Tier 1,1.5,48.0155,-122.0635,b7c7d671-dee9-4096-889d-f6cd7981149e,,,,,,,,,9,2026-03-30,5,,4,,
001Hr000028ZcCd,"City Of Maple Valley, WA",Washington,Municipality,Catherine Silvestri,28153,Open Opportunity,Tier 1,1.5,47.3903,-122.0454,67cc5ce5-9ddb-415e-8b6e-c189f7c87039,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,5/13/2026,,,5,2026-05-14,5,,,,
001Hr000028ZcCi,"City Of Duvall, WA",Washington,Municipality,Catherine Silvestri,8410,,Tier 3,0.75,47.7423,-121.9857,9d8a2b57-efa5-4e51-a110-82a9f0b2b37b,,,,,,,,,4,2025-10-21,,,4,,
001Hr000028ZcCs,"City Of Tukwila, WA",Washington,Municipality,Catherine Silvestri,21615,,Tier 2,1.0,47.4748,-122.2726,79b4ca9d-9328-4b65-bddc-a1771b023468,,,,,,,,,1,2026-05-15,1,,,,
001Hr000028ZcF3,"City Of Ephrata, WA",Washington,Municipality,Catherine Silvestri,8477,Open Opportunity,Tier 3,0.75,47.3176,-119.5536,fe1c87b8-f080-4383-8ed1-def0665b8193,Open,Meeting Booked,Top of Funnel,Alicia Gopal,5/11/2026,11/24/2025,,Yes,5,2026-05-11,,5,,,
001Hr000028ZcF8,"City Of Moses Lake, WA",Washington,Municipality,Catherine Silvestri,25583,Nurture,Tier 1,1.5,47.1301,-119.2781,c27733a2-0fb0-4648-a4aa-224e3ea530bd,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,2,2025-05-27,,,2,,
001Hr000028ZcFD,"City Of Quincy, WA",Washington,Municipality,Catherine Silvestri,8053,,Tier 3,0.75,47.2343,-119.8525,cb3c0de9-f4ab-46bf-b5b6-39dfaabde628,,,,,,,,,2,2025-11-24,,2,,,
001Hr000028ZcFI,"City Of Clarkston, WA",Washington,Municipality,Catherine Silvestri,7194,Nurture,Tier 3,0.75,46.4163,-117.0452,ec038938-cf1b-40a1-a8d8-d09615222e2c,Closed Lost,,,Shane Lieberman,6/20/2024,1/5/2025,"$9,000",,,,,,,,
001Hr000028ZcFS,"City Of Ellensburg, WA",Washington,Municipality,Catherine Silvestri,19596,,Tier 2,1.0,46.9965,-120.5478,2753a9c2-365b-44aa-8df2-3407145a60cf,,,,,,,,,10,2025-07-14,,,10,,
001Hr000028ZcFr,"City Of West Richland, WA",Washington,Municipality,Catherine Silvestri,16951,Open Opportunity,Tier 2,1.0,46.3043,-119.3614,66f21d1b-d355-4379-9470-bce4c45af364,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,4/8/2026,,,34,2026-04-08,13,21,,,
001Hr000028ZcFw,"City Of Grandview, WA",Washington,Municipality,Catherine Silvestri,10891,Open Opportunity,Tier 2,1.0,46.251,-119.9017,4ba850d4-3727-4f95-946d-3b1199015bce,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,4/8/2026,3/24/2026,,,12,2026-04-30,12,,,,
001Hr000028ZcG1,"City Of East Wenatchee, WA",Washington,Municipality,Catherine Silvestri,14236,,Tier 2,1.0,47.4157,-120.2931,f2ba23ff-f57d-4052-9dbe-b4934dd2c9db,,,,,,,,,1,2025-08-25,,,1,,
001Hr000028Zceg,"City Of Bellingham, WA",Washington,Municipality,Catherine Silvestri,92289,Open Opportunity,Tier S,2.0,48.7519,-122.4787,e82757e0-15ec-4363-a7ea-5dad7dae2e45,Open,Initial Interest,Top of Funnel,Alicia Gopal,2/13/2026,2/2/2026,,,15,2026-02-18,,14,1,,
001Hr000028Zcma,"City Of Yakima, WA",Washington,Municipality,Catherine Silvestri,96578,,Tier S,2.0,46.6022,-120.5061,ca6f57f8-8274-4e5a-9381-983f88031ec0,,,,,,,,,4,2026-05-18,4,,,,
001Hr000028ZcqW,"City Of Kirkland, WA",Washington,Municipality,Catherine Silvestri,92107,Open Opportunity,Tier S,2.0,47.6769,-122.206,668d3698-5b86-4874-9ef1-04026d6db95c,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,6/8/2026,3/24/2026,,,4,2026-03-24,2,,2,,
001Hr000028ZctM,"City Of Lakewood, WA",Washington,Municipality,Catherine Silvestri,63331,,Tier S,2.0,47.1718,-122.5185,bff55a6b-522f-418d-a000-e1ab2977d646,,,,,,,,,5,2026-03-26,5,,,,
001Hr000028ZdMg,"City Of Auburn, WA",Washington,Municipality,Catherine Silvestri,85699,,Tier S,2.0,47.3073,-122.2285,065a6bc9-d120-458d-99a9-6aa44929c55b,,,,,,,,,6,2026-03-31,6,,,,
001Hr000028ZdSf,"Sammamish, WA",Washington,Municipality,Catherine Silvestri,,,Tier 3,0.75,47.6163,-122.0356,19d5dbe8-3007-428d-8320-61e383d0cdd7,,,,,,,,,22,2025-12-05,,22,,,
001Hr000028ZdVP,"City Of Richland, WA",Washington,Municipality,Catherine Silvestri,61929,,Tier S,2.0,46.2804,-119.2752,9cc04142-891b-4a52-88b6-c9c6ad388c5c,,,,,,,,,2,2026-05-15,2,,,,
001Hr000028ZdWW,"Franklin County, WA",Washington,County,Catherine Silvestri,,,Tier 3,0.75,46.4937,-118.8672,4a8ae285-e54c-4765-8e78-ace562859156,,,,,,,,,,,,,,,
001Hr000028ZdZZ,"Skagit County, WA",Washington,County,Catherine Silvestri,132736,,Tier S,2.0,48.4242,-121.7114,536de350-3285-4608-aba3-297ed3fb603a,,,,,,,,,4,2025-12-16,,4,,,
001Hr000028ZdZk,"Chelan County, WA",Washington,County,Catherine Silvestri,81228,,Tier S,2.0,47.9445,-120.6749,601a490d-d635-499a-a77d-549400ee1035,,,,,,,,,1,2026-03-24,1,,,,
