Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Catherine Silvestri,Calls - Joe del Rosario,Calls - Leila Assil,Calls - Jenny Allison,Calls - Quinzel Perry,Salesforce ID
001Hr000028ZbyT,"City Of Canby, OR",Oregon,Municipality,Catherine Silvestri,18138,,Tier 2,1.0,45.2627,-122.6957,75100e3e-bb13-43e5-970a-6db2d315f219,,,,,,,,,,,,,,,,
001Hr000028ZbyU,"City Of Winston, OR",Oregon,Municipality,Catherine Silvestri,5665,,Tier 3,0.75,43.1223,-123.4126,ee48736d-c93d-42f9-b022-925f6e29cafd,,,,,,,,,,,,,,,,
001Hr000028ZbzE,"City Of Molalla, OR",Oregon,Municipality,Catherine Silvestri,10201,,Tier 2,1.0,45.1475,-122.5771,b14d14b1-3565-4af1-aae5-e71a80f13a1c,,,,,,,,,,,,,,,,
001Hr000028Zc0P,"City Of Scappoose, OR",Oregon,Municipality,Catherine Silvestri,8058,,Tier 3,0.75,45.7577,-122.8781,119b6e3e-e1f0-4ef4-afa4-bdce330f5113,,,,,,,,,1,2025-10-14,,1,,,,
001Hr000028Zc0b,"City Of Redmond, OR",Oregon,Municipality,Catherine Silvestri,35582,,Tier 1,1.5,44.2726,-121.1739,6e860050-0ca7-42eb-921d-478c83f07f8b,,,,,,,,,,,,,,,,
001Hr000028Zc18,"City Of Sutherlin, OR",Oregon,Municipality,Catherine Silvestri,8593,,Tier 3,0.75,43.3901,-123.3126,31385e1e-678f-4c67-9cc3-d52e3a958a13,,,,,,,,,,,,,,,,
001Hr000028Zc1m,"City Of Oregon City, OR",Oregon,Municipality,Catherine Silvestri,37411,,Tier 1,1.5,45.3556,-122.6059,668ef9ea-9c2e-4a0a-941a-3cbe252d3968,,,,,,,,,,,,,,,,
001Hr000028Zc2K,"City Of Troutdale, OR",Oregon,Municipality,Catherine Silvestri,15989,,Tier 2,1.0,45.5299,-122.3993,f5ffbbbc-7747-4152-b0fa-84c9d8bd674c,,,,,,,,,1,2025-12-15,,,,1,,
001Hr000028Zc2V,"City Of Gladstone, OR",Oregon,Municipality,Catherine Silvestri,11978,,Tier 2,1.0,45.3803,-122.5946,11c1986a-3110-4c5c-aa49-c0108d26da72,,,,,,,,,,,,,,,,
001Hr000028Zc2m,"City Of Hermiston, OR",Oregon,Municipality,Catherine Silvestri,19455,,Tier 2,1.0,45.8404,-119.2895,31e47ae5-a93f-4334-b61f-e45afe446585,,,,,,,,,,,,,,,,
001Hr000028Zc3F,"City Of Madras, OR",Oregon,Municipality,Catherine Silvestri,7683,,Tier 3,0.75,44.6335,-121.1295,9c75ba0a-fc6b-4930-a738-91fcb93aade6,,,,,,,,,1,2025-10-14,,1,,,,
001Hr000028Zc3X,"City Of Ashland, OR",Oregon,Municipality,Catherine Silvestri,21607,,Tier 2,1.0,42.1967,-122.7139,133fc6d1-c4ac-4ffb-bf69-b4f748a2bdb3,,,,,,,,,,,,,,,,
001Hr000028Zc42,"City Of Roseburg, OR",Oregon,Municipality,Catherine Silvestri,23831,,Tier 2,1.0,43.2135,-123.3413,e2014f15-0d60-463a-b8a1-ecd45f365459,,,,,,,,,,,,,,,,
001Hr000028Zc47,"City Of Ontario, OR",Oregon,Municipality,Catherine Silvestri,11626,,Tier 2,1.0,44.0266,-116.9629,7a35d151-1035-47f3-b343-4e3ce08476f9,,,,,,,,,,,,,,,,
001Hr000028Zc4k,"City Of Seaside, OR",Oregon,Municipality,Catherine Silvestri,7234,,Tier 3,0.75,45.9932,-123.9226,ffb8c8ff-0e82-4350-b722-22c35f1209ed,,,,,,,,,,,,,,,,
001Hr000028Zc5K,"City Of Umatilla, OR",Oregon,Municipality,Catherine Silvestri,7373,,Tier 3,0.75,45.9174,-119.3425,9ba3de25-9363-4dcf-bfce-d20ffe17b814,,,,,,,,,1,2025-10-14,,1,,,,
001Hr000028Zc5s,"City Of Coos Bay, OR",Oregon,Municipality,Catherine Silvestri,15907,,Tier 2,1.0,43.3672,-124.2131,9bc1e54e-c3f1-4d96-a8e5-95862594ac2f,,,,,,,,,,,,,,,,
001Hr000028Zc6l,"City Of Sherwood, OR",Oregon,Municipality,Catherine Silvestri,20254,,Tier 2,1.0,45.3569,-122.8411,5b5c8dab-74a5-4c3f-ba6e-3aa2b8ed2b31,,,,,,,,,,,,,,,,
001Hr000028Zc75,"City Of Milton Freewater, OR",Oregon,Municipality,Catherine Silvestri,7144,,Tier 3,0.75,45.9326,-118.3877,a2fdc41c-cb94-4a66-bda1-c7c7d0a68673,,,,,,,,,,,,,,,,
001Hr000028Zc7C,"City Of Eagle Point, OR",Oregon,Municipality,Catherine Silvestri,9865,,Tier 3,0.75,42.4726,-122.8028,f8256f15-c549-4cfa-8b80-e12ae7b73a0b,,,,,,,,,,,,,,,,
001Hr000028Zc96,"City Of Brookings, OR",Oregon,Municipality,Catherine Silvestri,6837,,Tier 3,0.75,42.0526,-124.284,960bd9c6-1331-4edb-99e0-e89bd6a42571,,,,,,,,,,,,,,,,
001Hr000028Zc9b,"City Of Newberg, OR",Oregon,Municipality,Catherine Silvestri,25477,,Tier 1,1.5,45.3003,-122.9761,7c5e4b00-15a4-4951-be09-60075aa6cde5,,,,,,,,,,,,,,,,
001Hr000028ZcBM,"City Of Tualatin, OR",Oregon,Municipality,Catherine Silvestri,27537,,Tier 1,1.5,45.3813,-122.7643,83844bf0-b1e4-4c65-8648-48dd8375cc16,,,,,,,,,,,,,,,,
001Hr000028ZcBq,"City Of Pendleton, OR",Oregon,Municipality,Catherine Silvestri,17026,,Tier 2,1.0,45.6721,-118.7886,beca8585-c936-4b1c-815a-6c57c114e68e,,,,,,,,,,,,,,,,
001Hr000028ZcCg,"City Of Wilsonville, OR",Oregon,Municipality,Catherine Silvestri,26519,,Tier 1,1.5,45.3029,-122.7727,64aab31a-7943-4153-8c38-80cbb90da573,,,,,,,,,,,,,,,,
001Hr000028ZcDJ,"Town Of Monmouth, OR",Oregon,Municipality,Catherine Silvestri,11023,,Tier 2,1.0,44.8485,-123.234,e05731af-6455-46c4-9c57-94e853ab8b3b,,,,,,,,,,,,,,,,
001Hr000028ZcDT,"City Of Newport, OR",Oregon,Municipality,Catherine Silvestri,10496,,Tier 2,1.0,44.6368,-124.0534,8608645c-f0fd-40c4-ba47-b7dc276f0fef,,,,,,,,,,,,,,,,
001Hr000028ZcE1,"City Of Sheridan, OR",Oregon,Municipality,Catherine Silvestri,4658,,Tier 3,0.75,45.0973,-123.3954,5a849d36-5301-497b-9458-f1d407346f21,,,,,,,,,,,,,,,,
001Hr000028ZcEF,"City Of Tillamook, OR",Oregon,Municipality,Catherine Silvestri,5265,,Tier 3,0.75,45.4562,-123.844,f1513c8b-d3ac-4ada-a3cb-886612e6f67f,,,,,,,,,,,,,,,,
001Hr000028ZcEK,"City Of Sandy, OR",Oregon,Municipality,Catherine Silvestri,12743,,Tier 2,1.0,45.3973,-122.2631,424419cb-ab39-45b1-bb0a-ccc1bd86f774,,,,,,,,,,,,,,,,
001Hr000028ZcEP,"City Of Mcminnville, OR",Oregon,Municipality,Catherine Silvestri,34666,,Tier 1,1.5,45.2108,-123.1945,6a090cd7-d0f0-4a51-9262-106879b541de,,,,,,,,,,,,,,,,
001Hr000028ZcEU,"City Of Lake Oswego, OR",Oregon,Municipality,Catherine Silvestri,40411,,Tier 1,1.5,45.4192,-122.663,2ad60171-1b02-4c65-9067-4e6065192729,,,,,,,,,1,2026-02-20,1,,,,,
001Hr000028ZcEZ,"City Of Stayton, OR",Oregon,Municipality,Catherine Silvestri,8203,,Tier 3,0.75,44.8007,-122.7945,3394b47f-6c71-46dc-acd4-9f58fcffadb9,,,,,,,,,,,,,,,,
001Hr000028ZcEe,"City Of Dallas, OR",Oregon,Municipality,Catherine Silvestri,17285,Nurture,Tier 2,1.0,44.9193,-123.317,b2720902-f5ad-492f-8575-f7689cfe6a97,Closed Lost,,,Troy LeCaire,,1/5/2025,,,2,2025-12-04,,,,2,,
001Hr000028ZcEj,"City Of Warrenton, OR",Oregon,Municipality,Catherine Silvestri,6393,,Tier 3,0.75,46.1651,-123.9238,f11a537a-c7d1-4474-a8ac-c429c52c8c0f,,,,,,,,,,,,,,,,
001Hr000028ZcEo,"City Of Silverton, OR",Oregon,Municipality,Catherine Silvestri,10558,,Tier 2,1.0,45.0051,-122.7831,42d44c5b-74e1-4344-9505-df39711667b5,,,,,,,,,2,2025-12-15,,,,2,,
001Hr000028ZcEt,"City Of Independence, OR",Oregon,Municipality,Catherine Silvestri,10190,,Tier 2,1.0,44.8512,-123.1868,1f65897a-d74b-4779-af7d-54928ccea5ae,,,,,,,,,,,,,,,,
001Hr000028ZcEu,"City Of Florence, OR",Oregon,Municipality,Catherine Silvestri,9475,Recent Competitor Purchase,Tier 3,0.75,43.9826,-124.0998,3f88c700-5d3b-4a5b-9c4e-45dc028fb103,,,,,,,,,,,,,,,,
001Hr000028ZcEy,"City Of Cornelius, OR",Oregon,Municipality,Catherine Silvestri,13416,,Tier 2,1.0,45.521,-123.0596,d187868a-6333-4310-8d72-58541d28ee1b,,,,,,,,,,,,,,,,
001Hr000028ZcGW,"City Of Talent, OR",Oregon,Municipality,Catherine Silvestri,6141,,Tier 3,0.75,42.2457,-122.7886,2a21eca6-b64a-4cdc-a1c5-c83f7692d05f,,,,,,,,,4,2025-11-07,,4,,,,
001Hr000028ZcHE,"City Of The Dalles, OR",Oregon,Municipality,Catherine Silvestri,16043,,Tier 2,1.0,45.6018,-121.1848,08b0c67b-3c17-4c7a-8daa-a2463a0be8e8,,,,,,,,,3,2025-08-27,,,3,,,
001Hr000028ZcHJ,"City Of Central Point, OR",Oregon,Municipality,Catherine Silvestri,19357,,Tier 2,1.0,42.376,-122.9164,f0f6cc6f-c1ff-43a2-a664-873bda4e2166,,,,,,,,,,,,,,,,
001Hr000028ZcHO,"City Of Klamath Falls, OR",Oregon,Municipality,Catherine Silvestri,22062,,Tier 2,1.0,42.2249,-121.7817,18ffafdc-1182-429e-ae5a-aa4fd81dd74e,,,,,,,,,,,,,,,,
001Hr000028ZcHT,"City Of Sweet Home, OR",Oregon,Municipality,Catherine Silvestri,9955,,Tier 3,0.75,44.3976,-122.7362,36e22b2e-285c-43b5-adf2-021b102166f3,,,,,,,,,,,,,,,,
001Hr000028ZcHY,"City Of North Bend, OR",Oregon,Municipality,Catherine Silvestri,10285,Open Opportunity,Tier 2,1.0,43.4065,-124.2243,ca4fbe9b-9ba1-4e4f-98bf-ea5945ba6c12,Open,Initial Interest,Top of Funnel,Catherine Silvestri,4/29/2026,3/16/2026,,,3,2026-04-29,3,,,,,
001Hr000028ZcHd,"City Of La Grande, OR",Oregon,Municipality,Catherine Silvestri,13158,,Tier 2,1.0,45.3246,-118.0877,a6e4c0a2-0602-4304-900f-24fd9cc34ff7,,,,,,,,,,,,,,,,
001Hr000028ZcHi,"City Of Philomath, OR",Oregon,Municipality,Catherine Silvestri,5619,,Tier 3,0.75,44.5401,-123.3676,7a26feba-c5fa-4362-ae35-e0b23aae124c,,,,,,,,,,,,,,,,
001Hr000028ZcaH,"Linn County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,44.41,-122.534,d180f08c-bdcb-4837-b6d5-f775dd06cfa8,,,,,,,,,,,,,,,,
001Hr000028Zcvp,"City Of Albany, OR",Oregon,Municipality,Catherine Silvestri,56828,,Tier S,2.0,44.6365,-123.1059,fdc3f1a3-f955-4d85-a5eb-1d795cae0f3d,,,,,,,,,,,,,,,,
001Hr000028ZdEK,"Lincoln County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,44.6095,-123.9424,79b1da87-9c0e-4077-bb7e-bc45eea5e36e,,,,,,,,,,,,,,,,
001Hr000028ZdEe,"Union County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,45.2334,-118.0411,62e99393-b912-46af-afc4-e63543a763a9,,,,,,,,,,,,,,,,
001Hr000028ZdFl,"Clatsop County, OR",Oregon,County,Catherine Silvestri,41043,,Tier 1,1.5,46.0211,-123.7653,ace8d3d2-734a-4cef-82e6-25a1e6b85d12,,,,,,,,,,,,,,,,
001Hr000028ZdIM,"City Of Tigard, OR",Oregon,Municipality,Catherine Silvestri,55767,,Tier S,2.0,45.4269,-122.7784,3beb935e-b656-4c1f-b9e0-90ac40e0aeea,,,,,,,,,,,,,,,,
001Hr000028ZdL9,"City Of Springfield, OR",Oregon,Municipality,Catherine Silvestri,62256,,Tier S,2.0,44.0462,-123.022,101daa5f-71fb-4997-bc87-deb8384ab386,,,,,,,,,,,,,,,,
001Hr000028ZdOy,"City of Bend, OR",Oregon,Municipality,Catherine Silvestri,106926,,Tier S,2.0,44.0582,-121.3153,641393a6-ec73-4dc5-8ba4-79644814e697,,,,,,,,,,,,,,,,
001Hr000028ZdQf,"City Of Beaverton, OR",Oregon,Municipality,Catherine Silvestri,98216,,Tier S,2.0,45.4869,-122.804,1a95936c-5f32-43b8-b211-a57375eba320,,,,,,,,,2,2025-12-12,,,,2,,
001Hr000028ZdSb,"City Of Corvallis, OR",Oregon,Municipality,Catherine Silvestri,59864,,Tier S,2.0,44.5646,-123.262,82a8572d-8c02-4261-a0ef-d0dae8254890,,,,,,,,,,,,,,,,
001Hr000028ZdZD,"Yamhill County, OR",Oregon,County,Catherine Silvestri,110886,,Tier S,2.0,45.1772,-123.2395,bacdd74b-8ca3-46d3-a588-594f9a8e3199,,,,,,,,,3,2026-03-10,3,,,,,
001Hr000028ZdcY,"Tillamook County, OR",Oregon,County,Catherine Silvestri,27264,,Tier 1,1.5,45.5293,-123.7052,e2719c84-774c-46ff-bcf2-61318afeffb6,,,,,,,,,,,,,,,,
001Hr000028Zdce,"Douglas County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,43.1261,-123.2492,3031ce79-c319-45a7-95ee-b6e36a020b4f,,,,,,,,,,,,,,,,
001Hr000028Zdeo,"City Of Medford, OR",Oregon,Municipality,Catherine Silvestri,86367,,Tier S,2.0,42.323,-122.8767,2fdc5f20-3e0b-48a8-99b9-701b646fa8fe,,,,,,,,,3,2025-09-04,,3,,,,
001Hr000028ZdjP,"Umatilla County, OR",Oregon,County,Catherine Silvestri,80491,,Tier S,2.0,45.775,-118.7606,04d143c9-7db7-42f4-a6ff-f1c4f7e845b6,,,,,,,,,,,,,,,,
001Hr000028Zdkg,"Polk County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,44.9267,-123.4919,a3ee76be-eed7-4a89-ba73-d771ed9e09f8,,,,,,,,,,,,,,,,
001Hr000028Zdkv,"Wasco County, OR",Oregon,County,Catherine Silvestri,26507,,Tier 1,1.5,45.06,-121.2375,6db29b92-3b08-4e31-b184-ad424e7d1fe8,,,,,,,,,,,,,,,,
001Hr000028Zdl1,"Columbia County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,45.9197,-123.0357,19349a29-ae42-4b07-b972-26c3f5df06d3,,,,,,,,,,,,,,,,
001Hr000028Zdmm,"Jackson County, OR",Oregon,County,Catherine Silvestri,,,Tier 3,0.75,42.3345,-122.7647,01a57288-6146-4458-bc40-a5552816cb8f,,,,,,,,,3,2025-06-02,,3,,,,
001Hr000028Zdve,"City Of Baker City, OR",Oregon,Municipality,Catherine Silvestri,10170,,Tier 2,1.0,44.7749,-117.8344,8efa2ffa-4a29-467e-8930-426b13be7bd3,,,,,,,,,,,,,,,,
001cv00000AuVkr,"County Of Klamath, OR",Oregon,County,Catherine Silvestri,70164,Open Opportunity,Tier S,2.0,42.6953,-121.6142,744f4f0d-cca8-4628-a02d-7fe37c107213,Open,Demo,Mid Funnel,Catherine Silvestri,4/27/2026,4/24/2026,,,3,2026-04-27,3,,,,,
001cv00000AuWNq,"County Of Gilliam, OR",Oregon,County,Catherine Silvestri,2005,,Tier 3,0.75,45.4566,-120.1802,b0c40360-e681-435e-a8c6-6a5b789da9a8,,,,,,,,,,,,,,,,
001cv00000AuWOa,"City Of Irrigon, OR",Oregon,Municipality,Catherine Silvestri,2019,,Tier 3,0.75,45.8953,-119.4946,68b171fd-1d24-4d68-be1f-8bac78a03a25,,,,,,,,,,,,,,,,
001cv00000AuWYK,"City Of Cave Junction, OR",Oregon,Municipality,Catherine Silvestri,2071,,Tier 3,0.75,42.1629,-123.6481,b53cf93f-fd42-4136-82a8-36b3a7ef34e4,,,,,,,,,,,,,,,,
001cv00000AuWZh,"City Of Enterprise, OR",Oregon,Municipality,Catherine Silvestri,2099,,Tier 3,0.75,45.4263,-117.2788,b567c892-b546-4018-9871-007589634794,,,,,,,,,,,,,,,,
001cv00000AuWbO,"City Of Union, OR",Oregon,Municipality,Catherine Silvestri,2129,,Tier 3,0.75,45.2085,-117.8652,980873d8-e897-4171-b087-848825d75c81,,,,,,,,,,,,,,,,
001cv00000AuWcg,"City Of Stanfield, OR",Oregon,Municipality,Catherine Silvestri,2153,,Tier 3,0.75,45.7804,-119.2172,a0494ba2-8bea-4973-8648-6180a5179e40,,,,,,,,,,,,,,,,
001cv00000AuWrs,"City Of Carlton, OR",Oregon,Municipality,Catherine Silvestri,2234,,Tier 3,0.75,45.2942,-123.177,8e98b8ca-91ec-4f4b-803b-e7f98556620a,,,,,,,,,,,,,,,,
001cv00000AuX5m,"City Of Waldport, OR",Oregon,Municipality,Catherine Silvestri,2256,,Tier 3,0.75,44.4268,-124.0687,c2e13169-70be-4b37-91f4-81da5ad63095,,,,,,,,,,,,,,,,
001cv00000AuX64,"City Of Willamina, OR",Oregon,Municipality,Catherine Silvestri,2262,,Tier 3,0.75,45.0791,-123.4846,68e91faf-d7cb-489a-a4c7-7869bf27eab2,,,,,,,,,,,,,,,,
001cv00000AuXAk,"City Of Gold Beach, OR",Oregon,Municipality,Catherine Silvestri,2365,,Tier 3,0.75,42.4073,-124.4218,b11d3877-a62b-4a22-a765-2d5a3b9bfcf3,,,,,,,,,,,,,,,,
001cv00000AuXEq,"City Of Turner, OR",Oregon,Municipality,Catherine Silvestri,2454,,Tier 3,0.75,44.8432,-122.9529,521d24a1-4f08-4bfc-82f3-a32ea60338fb,,,,,,,,,,,,,,,,
001cv00000AuXNl,"Town Of Lakeview, OR",Oregon,Municipality,Catherine Silvestri,2474,,Tier 3,0.75,42.1888,-120.3458,e9f08e43-2d1f-44ab-9d2b-03c3e5f3d88e,,,,,,,,,,,,,,,,
001cv00000AuXOX,"City Of Myrtle Point, OR",Oregon,Municipality,Catherine Silvestri,2489,,Tier 3,0.75,43.0648,-124.139,88a0734e-acba-453a-bbb4-efb07aa4b454,,,,,,,,,,,,,,,,
001cv00000AuXTl,"City Of La Pine, OR",Oregon,Municipality,Catherine Silvestri,2538,,Tier 3,0.75,43.6703,-121.5038,62cb0cec-dcc0-4a51-91ad-c45f05506a1a,,,,,,,,,,,,,,,,
001cv00000AuXW6,"City Of Gervais, OR",Oregon,Municipality,Catherine Silvestri,2599,,Tier 3,0.75,45.1082,-122.8976,8688ea1e-c19f-4e29-a066-b8aea8a6ee49,,,,,,,,,2,2026-03-23,2,,,,,
001cv00000AuXYB,"City Of Dayton, OR",Oregon,Municipality,Catherine Silvestri,2688,,Tier 3,0.75,45.2208,-123.0756,62f6add7-96b0-4243-8dbe-d993a40b9970,,,,,,,,,,,,,,,,
001cv00000AuXgl,"City Of Burns, OR",Oregon,Municipality,Catherine Silvestri,2757,,Tier 3,0.75,43.586,-119.0544,fa1d62ac-abd7-4e59-9c71-223ae0615a74,,,,,,,,,,,,,,,,
001cv00000AuXnh,"City Of Sublimity, OR",Oregon,Municipality,Catherine Silvestri,2954,,Tier 3,0.75,44.8296,-122.7945,4d0260ed-b4e2-4198-85ce-088d2d296a2e,,,,,,,,,,,,,,,,
001cv00000AuYAv,"City Of Sisters, OR",Oregon,Municipality,Catherine Silvestri,3081,,Tier 3,0.75,44.2909,-121.5492,0edf50c3-bf42-4433-bf1d-b0fc0811713b,,,,,,,,,,,,,,,,
001cv00000AuYC3,"City Of Shady Cove, OR",Oregon,Municipality,Catherine Silvestri,3116,,Tier 3,0.75,42.615,-122.8119,50428438-ce5e-41e1-92b4-ee37c96f9ec1,,,,,,,,,,,,,,,,
001cv00000AuYFF,"City Of Jacksonville, OR",Oregon,Municipality,Catherine Silvestri,3010,,Tier 3,0.75,42.3135,-122.967,72fa2535-0d16-4ebd-91fb-4a5a61d89712,,,,,,,,,,,,,,,,
001cv00000AuYId,"City Of Bandon, OR",Oregon,Municipality,Catherine Silvestri,3331,,Tier 3,0.75,43.119,-124.4084,2b7cf556-99cd-4943-90e1-ca16c408de33,,,,,,,,,,,,,,,,
001cv00000AuYIe,"City Of Jefferson, OR",Oregon,Municipality,Catherine Silvestri,3331,,Tier 3,0.75,44.7196,-123.0104,06c413e8-c3e3-466b-b416-a033fa97be9a,,,,,,,,,,,,,,,,
001cv00000AuYKB,"City Of Mount Angel, OR",Oregon,Municipality,Catherine Silvestri,3395,,Tier 3,0.75,45.0679,-122.8001,ca6db9c9-7abe-4631-bf6f-d2a58d910e57,,,,,,,,,,,,,,,,
001cv00000AuYLA,"City Of North Plains, OR",Oregon,Municipality,Catherine Silvestri,3424,,Tier 3,0.75,45.5978,-123.0008,58e9981e-4912-42c3-ae57-0d02feb94778,,,,,,,,,,,,,,,,
001cv00000AuYLd,"City Of Hubbard, OR",Oregon,Municipality,Catherine Silvestri,3440,,Tier 3,0.75,45.1823,-122.8079,022d69d1-739f-4506-9c7c-11d7896871be,,,,,,,,,,,,,,,,
001cv00000AuYMx,"City Of Myrtle Creek, OR",Oregon,Municipality,Catherine Silvestri,3501,,Tier 3,0.75,43.0201,-123.2931,3bfdc989-338d-4884-b5ac-c53e99c491e1,,,,,,,,,,,,,,,,
001cv00000AuYOG,"City Of Millersburg, OR",Oregon,Municipality,Catherine Silvestri,3203,,Tier 3,0.75,44.6869,-123.064,69f21695-9d2b-49c2-bbb5-27426e5696dc,,,,,,,,,,,,,,,,
001cv00000AuYON,"City Of Nyssa, OR",Oregon,Municipality,Catherine Silvestri,3207,,Tier 3,0.75,43.8768,-116.9949,6d0f5607-3059-4cdf-9b82-5773833928ea,,,,,,,,,,,,,,,,
001cv00000AuYP4,"City Of Dundee, OR",Oregon,Municipality,Catherine Silvestri,3238,,Tier 3,0.75,45.2779,-123.011,a51184ba-67ea-4ca9-86a5-97c173b9c8a1,,,,,,,,,,,,,,,,
001cv00000AuYP7,"City Of Oakridge, OR",Oregon,Municipality,Catherine Silvestri,3240,,Tier 3,0.75,43.7465,-122.4617,7e191fdf-01e1-4a5d-9879-dc9511c1b95d,,,,,,,,,,,,,,,,
