Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Emily Murnane,Calls - Ryan Minter,Calls - Leila Assil,Calls - Quinzel Perry,Calls - Jenny Allison,Salesforce ID
001Hr000028Zctd,"City Of Eunice, LA",Louisiana,Municipality,Emily Murnane,9310,,Tier 3,0.75,30.4944,-92.4176,9e61dd3d-b1bd-439c-b4b5-5cddeae668ac,,,,,,,,,,,,,,,,
001Hr000028Zctr,"City Of Harahan, LA",Louisiana,Municipality,Emily Murnane,8967,,Tier 3,0.75,29.9405,-90.2031,8ef828d9-29f1-4094-86dd-11adce02b51b,,,,,,,,,,,,,,,,
001Hr000028ZcvM,"City Of Natchitoches, LA",Louisiana,Municipality,Emily Murnane,17662,Nurture,Tier 2,1.0,31.7607,-93.0863,7c628b02-794d-42d0-9231-4fc284bec839,Closed Lost,,,Ryan Minter,5/14/2026,5/12/2026,,,5,2026-05-14,1,4,,,,
001Hr000028Zcw7,"City Of Bastrop, LA",Louisiana,Municipality,Emily Murnane,9467,,Tier 3,0.75,32.7562,-91.8723,c63391e5-0644-44a3-9b3e-8ab325ea3f4c,,,,,,,,,14,2025-09-24,,,14,,,
001Hr000028Zcx6,"City Of Mandeville, LA",Louisiana,Municipality,Emily Murnane,13139,,Tier 2,1.0,30.3583,-90.0656,b768b4f4-054e-4189-b4c4-bdda82924e0e,,,,,,,,,13,2025-12-30,1,12,,,,
001Hr000028Zcz0,"City Of Monroe, LA",Louisiana,Municipality,Emily Murnane,47284,Nurture,Tier 1,1.5,32.5093,-92.1193,e51cc8e6-0164-4622-b895-65af6620e8b3,Closed Lost,,,Leila Assil,1/10/2025,1/5/2025,,,5,2025-09-22,,,5,,,
001Hr000028Zd0O,"City Of Crowley, LA",Louisiana,Municipality,Emily Murnane,11575,Open Opportunity,Tier 2,1.0,30.2141,-92.3746,a5b2c965-dc1e-4e6f-9ecf-be5e12bae6dd,Open,Initial Interest,Top of Funnel,Emily Murnane,,11/24/2025,,,7,2026-03-03,7,,,,,
001Hr000028Zd0S,"Consolidated Government Of Terrebonne, LA",Louisiana,County,Emily Murnane,33018,,Tier 1,1.5,29.5979,-90.718,ead00625-a704-4686-8fdd-5446aada247d,,,,,,,,,2,2026-05-11,,2,,,,
001Hr000028Zd4S,"City Of Sulphur, LA",Louisiana,Municipality,Emily Murnane,20641,,Tier 2,1.0,30.2366,-93.3774,c0275a2a-bce4-4f56-b311-e207d19b0067,,,,,,,,,7,2025-12-04,2,,5,,,
001Hr000028Zd4Y,"City Of Zachary, LA",Louisiana,Municipality,Emily Murnane,20007,,Tier 2,1.0,30.6485,-91.1565,23ce1502-a70c-41b1-b45a-6bafcecacbb8,,,,,,,,,11,2025-12-19,11,,,,,
001Hr000028Zd4m,"City Of Youngsville, LA",Louisiana,Municipality,Emily Murnane,16432,,Tier 2,1.0,30.0996,-91.9901,f9a084d0-c724-4ce7-a535-ff4a965990e7,,,,,,,,,14,2026-02-12,4,10,,,,
001Hr000028Zd4u,"City Of Pineville, LA",Louisiana,Municipality,Emily Murnane,14501,,Tier 2,1.0,31.3224,-92.4343,a9e7eb7e-5235-45ff-9d58-78f241fdcb6e,,,,,,,,,3,2025-12-22,3,,,,,
001Hr000028ZdA4,"City Of Hammond, LA",Louisiana,Municipality,Emily Murnane,19976,,Tier 2,1.0,30.5044,-90.4612,319cd0d9-e900-44cb-a608-179a42e39fc6,,,,,,,,,23,2025-12-19,6,17,,,,
001Hr000028ZdD0,"City Of Slidell, LA",Louisiana,Municipality,Emily Murnane,28658,,Tier 1,1.5,30.2752,-89.7812,b87bca8d-f265-4662-a5a1-d44ee556013c,,,,,,,,,3,2025-12-03,3,,,,,
001Hr000028ZdE8,"City Of Alexandria, LA",Louisiana,Municipality,Emily Murnane,44787,,Tier 1,1.5,31.3113,-92.4451,6c724b90-155a-40fb-80b5-22d45893dcf8,,,,,,,,,3,2026-05-11,1,2,,,,
001Hr000028ZdGM,"City Of New Iberia, LA",Louisiana,Municipality,Emily Murnane,27989,,Tier 1,1.5,30.0035,-91.8187,7fcf375e-9402-4bb4-af58-b85286a27fb9,,,,,,,,,22,2026-04-24,7,,15,,,
001Hr000028ZdH5,"City Of Central, LA",Louisiana,Municipality,Emily Murnane,29958,All Modules Live,Tier 1,1.5,30.5543,-91.0369,d2f78b6a-9378-4ec0-b8d0-6149abe9d227,,,,,,,,,,,,,,,,
001Hr000028ZdK5,"City Of Lake Charles, LA",Louisiana,Municipality,Emily Murnane,81097,Nurture,Tier S,2.0,30.2266,-93.2174,84996bec-27ae-43b6-8bc1-d38a906eae71,Closed Lost,,,Emily Murnane,11/18/2025,11/13/2025,,,20,2026-03-12,16,,,4,,
001Hr000028ZdKr,"Parish Of Jefferson, LA",Louisiana,County,Emily Murnane,427253,,Tier S,2.0,29.6499,-90.1121,4b54c04e-1cef-4888-9aca-af5e1b47350e,,,,,,,,,8,2025-12-30,4,,4,,,
001Hr000028ZdLx,"Parish Of Plaquemines, LA",Louisiana,County,Emily Murnane,23303,,Tier 2,1.0,29.324,-89.4742,dad74758-7a4a-4eb1-8fa3-bc3ea2d502d8,,,,,,,,,1,2025-09-12,,1,,,,
001Hr000028ZdNT,"City Of Bossier City, LA",Louisiana,Municipality,Emily Murnane,62865,Open Opportunity,Tier S,2.0,32.516,-93.7321,8d7523b5-065b-4f52-8e52-b8eb2e614f49,Open,Meeting Booked,Top of Funnel,Ryan Minter,5/27/2026,5/11/2026,,,3,2026-05-11,1,2,,,,
001Hr000028ZdS2,"Parish Of St Charles, LA",Louisiana,County,Emily Murnane,52282,,Tier S,2.0,29.9274,-90.3372,2247c2b0-c869-443e-879d-eeedcc7f7c2c,,,,,,,,,9,2025-10-14,2,,7,,,
001Hr000028ZdbD,"City Of Kenner, LA",Louisiana,Municipality,Emily Murnane,65364,,Tier S,2.0,29.9941,-90.2417,d59ae935-7a66-4390-ba2c-4813ef24c5bc,,,,,,,,,6,2026-05-11,2,3,,1,,
001Hr000028Zdc6,"Parish Of Iberia, LA",Louisiana,County,Emily Murnane,68975,,Tier S,2.0,29.5056,-91.7881,e35e514a-ebce-4243-8c1c-8766e6533675,,,,,,,,,1,2025-10-14,1,,,,,
001Hr000028Zdgx,"Parish Of St Mary, LA",Louisiana,County,Emily Murnane,48232,Open Opportunity,Tier 1,1.5,29.503,-91.4435,c14c5ecb-d269-4ba4-b9d0-47a612acd6ec,,,,,,,,,,,,,,,,
001Hr000028ZdiC,"Ascension Parish, LA",Louisiana,Municipality,Emily Murnane,130632,Open Opportunity,Tier S,2.0,30.2017,-90.9438,6240f379-8ef4-4eda-b253-9195734a572c,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,15,2025-11-03,9,,6,,,
001Hr000028Zdkk,"Parish Of Vernon, LA",Louisiana,County,Emily Murnane,48027,,Tier 1,1.5,31.132,-93.178,98272954-c0e9-4423-b739-ae7924fc0d89,,,,,,,,,,,,,,,,
001Hr000028Zdl9,"Livingston Parish, LA",Louisiana,Municipality,Emily Murnane,152886,,Tier S,2.0,30.434,-90.6773,9e526f19-29ba-4355-84be-b69f8745c451,,,,,,,,,3,2025-07-31,,,3,,,
001Hr000028Zdns,"Natchitoches Parish, LA",Louisiana,Municipality,Emily Murnane,,,Tier 3,0.75,31.6801,-93.178,447d9c3a-2f05-425b-a7f9-bc45d05032c9,,,,,,,,,1,2025-07-17,,,1,,,
001Hr000028ZdoI,"Parish Of St Martin, LA",Louisiana,County,Emily Murnane,51540,,Tier S,2.0,30.2396,-91.7539,10bc0110-bd4a-4200-b253-14218057a7b6,,,,,,,,,13,2025-11-19,13,,,,,
001Hr000028Zdp8,"Parish Of Evangeline, LA",Louisiana,County,Emily Murnane,32215,,Tier 1,1.5,30.7822,-92.3814,5fff6fed-6492-45f7-b260-f48d45f3f649,,,,,,,,,1,2025-09-12,,1,,,,
001Hr000028Zdpx,"Tangipahoa Parish, LA",Louisiana,Municipality,Emily Murnane,138064,,Tier S,2.0,30.6195,-90.3748,c61be62a-19da-423e-aae4-b09394ec51e3,,,,,,,,,38,2026-02-18,27,,11,,,
001Hr000028ZdqM,"Parish Of Assumption, LA",Louisiana,County,Emily Murnane,20689,,Tier 2,1.0,29.9233,-91.0969,caabaeff-9341-411b-977f-ed3c3faae86f,,,,,,,,,2,2025-09-15,,2,,,,
001Hr000028Zdt0,"Calcasieu Parish, LA",Louisiana,Municipality,Emily Murnane,203761,,Tier S,2.0,30.2089,-93.3389,cfc8e881-b891-4ad7-b074-a5cbdf908ebf,,,,,,,,,3,2026-05-11,2,1,,,,
001Hr000028ZdtJ,"Bossier Parish, LA",Louisiana,Municipality,Emily Murnane,131102,,Tier S,2.0,32.7551,-93.6623,7bf2b520-edab-476b-bd93-d86088144c05,,,,,,,,,,,,,,,,
001Hr000028ZduN,"Parish Of Lafourche, LA",Louisiana,County,Emily Murnane,97504,,Tier S,2.0,29.6952,-90.5258,b76754f4-cce2-47f0-9489-feb09bba14a7,,,,,,,,,14,2026-05-11,13,1,,,,
001Hr000028ZduS,"Parish Of Grant, LA",Louisiana,County,Emily Murnane,22236,,Tier 2,1.0,30.7885,-92.9485,edc57e76-6289-4c76-8499-5d15adc7e27c,,,,,,,,,,,,,,,,
001Hr000028Zdul,"Parish of East Feliciana, LA",Louisiana,Municipality,Emily Murnane,19250,,Tier 2,1.0,30.8459,-91.0203,b487db7f-f672-4f88-bf8e-5f6f8c1f9836,,,,,,,,,2,2026-04-13,2,,,,,
001Hr000028Zjsg,"City of St. George, LA",Louisiana,Municipality,Emily Murnane,86000,1+ Module Live,Tier S,2.0,30.3571,-91.0716,,Closed Won,,,,4/11/2025,1/4/2025,"$35,000",,,,,,,,,
001cv000006tEKD,"Parish Of Lincoln, LA",Louisiana,County,Emily Murnane,48152,,Tier 1,1.5,32.5989,-92.6984,e3e1bb50-e594-4511-adf3-40c410ee6f8b,,,,,,,,,5,2026-04-23,5,,,,,
001cv000007XdMt,"Parish Of Richland, LA",Louisiana,County,Emily Murnane,19805,,Tier 2,1.0,32.3887,-91.7928,a4a1f012-8cbf-4151-be85-0b675fe956aa,,,,,,,,,,,,,,,,
001cv000007XoJx,"Parish Of Jackson, LA",Louisiana,County,Emily Murnane,14876,,Tier 2,1.0,30.8374,-91.2176,17fa93c1-9389-43e3-bb72-13c76edc4893,,,,,,,,,2,2025-12-04,2,,,,,
001cv000007XrPi,"Parish Of Morehouse, LA",Louisiana,County,Emily Murnane,25025,Open Opportunity,Tier 1,1.5,32.7962,-91.7539,250af11a-fc15-490f-b24b-2b9b7fda59ed,Open,Initial Interest,Top of Funnel,Leila Assil,9/30/2025,9/22/2025,,,1,2025-09-30,,,,,1,
001cv00000AuWOV,"Town Of Erath, LA",Louisiana,Municipality,Emily Murnane,2018,,Tier 3,0.75,29.9583,-92.036,31f07536-5b51-4e9b-aa26-d9507f06d2c5,,,,,,,,,,,,,,,,
001cv00000AuWQW,"Town Of Sterlington, LA",Louisiana,Municipality,Emily Murnane,2045,,Tier 3,0.75,32.6956,-92.0842,ab3ad923-a1ca-4650-930d-e5e713e82f77,,,,,,,,,1,2026-02-05,1,,,,,
001cv00000AuWXT,"Town Of Benton, LA",Louisiana,Municipality,Emily Murnane,2055,,Tier 3,0.75,32.6949,-93.7418,e0b302fc-ae9e-4da4-bcd5-e90424c028fe,,,,,,,,,2,2025-08-01,,,2,,,
001cv00000AuWYm,"Town Of Kinder, LA",Louisiana,Municipality,Emily Murnane,2080,,Tier 3,0.75,30.4855,-92.8507,0365f4ce-9a7f-4d8e-8fe6-f46715995187,,,,,,,,,11,2026-03-04,11,,,,,
001cv00000AuWZH,"Town Of New Llano, LA",Louisiana,Municipality,Emily Murnane,2091,,Tier 3,0.75,31.1149,-93.2716,12e8f104-09c8-419c-a4f0-d81c23088742,,,,,,,,,,,,,,,,
001cv00000AuWpg,"Town Of Kentwood, LA",Louisiana,Municipality,Emily Murnane,2185,,Tier 3,0.75,30.9382,-90.509,510deedd-0013-4489-a734-7f80220e4221,,,,,,,,,,,,,,,,
001cv00000AuX6f,"Village Of Maurice, LA",Louisiana,Municipality,Emily Murnane,2273,,Tier 3,0.75,30.1085,-92.1246,55b73969-f16a-40fe-9bfe-7a3996d1fe51,,,,,,,,,,,,,,,,
001cv00000AuXNh,"Town Of Many, LA",Louisiana,Municipality,Emily Murnane,2473,,Tier 3,0.75,31.5688,-93.4841,27d058ff-f118-4a89-ade5-a12914426341,,,,,,,,,,,,,,,,
001cv00000AuXOY,"Town Of Lockport, LA",Louisiana,Municipality,Emily Murnane,2490,,Tier 3,0.75,29.646,-90.5393,e9f8c5ea-7fe0-468c-a8be-fe6ae0711718,,,,,,,,,,,,,,,,
001cv00000AuXTr,"Town Of Homer, LA",Louisiana,Municipality,Emily Murnane,2541,,Tier 3,0.75,32.7918,-93.0557,be4712a3-8b6a-4a1c-a6b4-f318f603a591,,,,,,,,,,,,,,,,
001cv00000AuXVX,"Town Of Delhi, LA",Louisiana,Municipality,Emily Murnane,2584,,Tier 3,0.75,32.4576,-91.4932,75c3694c-e278-4bcb-8f13-fa03834447be,,,,,,,,,,,,,,,,
001cv00000AuXVc,"Town Of Brusly, LA",Louisiana,Municipality,Emily Murnane,2587,,Tier 3,0.75,30.3944,-91.2537,08e890ba-2a87-4770-b7f4-f4e273974cbb,,,,,,,,,1,2025-12-04,1,,,,,
001cv00000AuXkg,"Town Of Gramercy, LA",Louisiana,Municipality,Emily Murnane,2860,,Tier 3,0.75,30.0474,-90.6898,b416f841-ad2d-4b11-b858-5dc9fc3abe42,,,,,,,,,1,2025-12-17,1,,,,,
001cv00000AuXm9,"Town Of Mamou, LA",Louisiana,Municipality,Emily Murnane,2901,,Tier 3,0.75,30.6338,-92.4193,0a471b83-f700-43b7-94e9-42649e6de520,,,,,,,,,,,,,,,,
001cv00000AuXnA,"City Of De Quincy, LA",Louisiana,Municipality,Emily Murnane,2939,,Tier 3,0.75,30.4505,-93.4332,fc98ecb9-4f7f-42c1-a014-37937c336486,,,,,,,,,,,,,,,,
001cv00000AuYAV,"Town Of Vinton, LA",Louisiana,Municipality,Emily Murnane,3171,,Tier 3,0.75,30.1911,-93.5814,a6675c64-be32-4444-bf12-20392c65ce28,,,,,,,,,,,,,,,,
001cv00000AuYAh,"Town Of Iowa, LA",Louisiana,Municipality,Emily Murnane,3180,,Tier 3,0.75,30.2368,-93.0136,3121edb3-5eef-438c-b663-5c35b5d8c32a,,,,,,,,,5,2025-12-22,5,,,,,
001cv00000AuYB0,"Town Of Ferriday, LA",Louisiana,Municipality,Emily Murnane,3085,,Tier 3,0.75,31.6302,-91.5546,edd85cdc-93cf-4bb8-b8af-e890882c9157,,,,,,,,,,,,,,,,
001cv00000AuYBi,"Town Of Greenwood, LA",Louisiana,Municipality,Emily Murnane,3103,,Tier 3,0.75,32.4429,-93.973,aea34fc3-a625-4f17-b419-27ebb39026e3,,,,,,,,,,,,,,,,
001cv00000AuYFI,"Town Of Vivian, LA",Louisiana,Municipality,Emily Murnane,3015,,Tier 3,0.75,32.8715,-93.9874,ed4df513-8eae-49a4-ac0a-fb7dd0c8c4d1,,,,,,,,,,,,,,,,
001cv00000AuYFL,"Town Of Sunset, LA",Louisiana,Municipality,Emily Murnane,3016,,Tier 3,0.75,30.4113,-92.0685,7d9fc210-7747-4bae-ba56-895d6225888a,,,,,,,,,,,,,,,,
001cv00000AuYG5,"Town Of Lutcher, LA",Louisiana,Municipality,Emily Murnane,3041,,Tier 3,0.75,30.0405,-90.699,e6adc2af-6110-4240-9969-79aee15dce1c,,,,,,,,,,,,,,,,
001cv00000AuYIG,"Town Of Farmerville, LA",Louisiana,Municipality,Emily Murnane,3318,,Tier 3,0.75,32.7735,-92.4057,750522b7-c0d4-43f3-85c5-a0ca25e06dd8,,,,,,,,,,,,,,,,
001cv00000AuYJ3,"Town Of Welsh, LA",Louisiana,Municipality,Emily Murnane,3351,,Tier 3,0.75,30.236,-92.8226,f08cf482-5c37-413b-91df-2df0f9450d0a,,,,,,,,,,,,,,,,
001cv00000AuYLa,"Town Of Blanchard, LA",Louisiana,Municipality,Emily Murnane,3438,,Tier 3,0.75,32.581,-93.8927,97e6fda6-cdfe-4a84-bea0-9f41cdccf17d,,,,,,,,,,,,,,,,
001cv00000AuYPr,"City Of Bunkie, LA",Louisiana,Municipality,Emily Murnane,3274,,Tier 3,0.75,30.9532,-92.1826,229414d5-3484-4aae-80b9-df7f04911a7d,,,,,,,,,,,,,,,,
001cv00000AuYQ8,"Town Of Rayville, LA",Louisiana,Municipality,Emily Murnane,3283,,Tier 3,0.75,32.4774,-91.7548,fc3592e2-695e-42d6-b79d-5d3f0f13e8f9,,,,,,,,,,,,,,,,
001cv00000AuYS5,"Town Of Franklinton, LA",Louisiana,Municipality,Emily Murnane,3581,,Tier 3,0.75,30.8471,-90.1531,727b59c3-bda3-4b9e-9f4b-b9e3672346a5,,,,,,,,,,,,,,,,
001cv00000AuYfx,"Town Of Amite City, LA",Louisiana,Municipality,Emily Murnane,3811,,Tier 3,0.75,30.7266,-90.509,ecd374b7-ff0c-4390-97fb-65b45119498a,,,,,,,,,9,2026-01-14,9,,,,,
001cv00000AuYgI,"Town Of Vidalia, LA",Louisiana,Municipality,Emily Murnane,3828,,Tier 3,0.75,31.5654,-91.426,e20e785e-4139-4c01-a299-2600b35f4023,,,,,,,,,,,,,,,,
001cv00000AuYhI,"Town Of Ball, LA",Louisiana,Municipality,Emily Murnane,3885,,Tier 3,0.75,31.4155,-92.4118,0444427e-9b1d-4d8f-a65f-1dee44d554aa,,,,,,,,,,,,,,,,
001cv00000AuYlX,"City Of Winnfield, LA",Louisiana,Municipality,Emily Murnane,3994,,Tier 3,0.75,31.9254,-92.6396,9e030412-451e-44c6-b23b-e69634057bb4,,,,,,,,,,,,,,,,
001cv00000AuYly,"Town Of Richwood, LA",Louisiana,Municipality,Emily Murnane,4013,,Tier 3,0.75,32.4488,-92.0849,ab46755c-050d-4f14-b91c-adbeb8c86d01,,,,,,,,,,,,,,,,
001cv00000AuYmY,"Parish Of Tensas, LA",Louisiana,County,Emily Murnane,4043,,Tier 3,0.75,32.0772,-91.2891,edf2c321-0ab8-426c-ab86-4b3f385ca3eb,,,,,,,,,,,,,,,,
001cv00000AuYob,"Town Of Church Point, LA",Louisiana,Municipality,Emily Murnane,4144,,Tier 3,0.75,30.403,-92.2151,c7fa4ee7-5907-492b-b75c-5d8c0034510e,,,,,,,,,,,,,,,,
